SMILES,MW,logP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,pchembl_value
O=C1c2ccccc2C(=O)c2c1ccc(C(=O)NCCCl)c2[N+](=O)[O-],358.035649132,2.3388,1,5,106.38,4,0.114596021843583
O=C(NC1CCCCC1)c1cc(F)c(F)cc1[N+](=O)[O-],284.097248748,2.935500000000001,1,3,72.24,3,0.135523092993379
O=C(c1cc(F)c(F)cc1[N+](=O)[O-])N1CCOCC1,272.06086324,1.3454,0,4,72.67999999999999,2,0.0489369405719686
O=[N+]([O-])c1ccc(F)c(F)c1Br,236.923696844,2.6355000000000004,0,2,43.14,1,0.013767730881957
O=[N+]([O-])c1c(O)nc(O)nc1/C=C\c1ccccc1Cl,293.020333416,2.619800000000001,2,6,109.38,3,0.0083942196092673
O=[N+]([O-])c1[nH]cnc1Br,190.933038404,1.0804,1,3,71.82,1,-0.0071399337558553
O=[N+]([O-])C(Cl)/C(=N/c1ccc(Cl)cc1)n1nnc2ccccc21,349.01332988800004,3.504600000000001,0,6,86.21000000000001,3,0.0676063025178416
O=[N+]([O-])C(Cl)/C(=N/c1ccc(Br)cc1)n1nnc2ccccc21,392.962814308,3.6137000000000015,0,6,86.21000000000001,3,0.0724703795733855
O=[N+]([O-])CC1c2ccccc2C=CN1Cc1c(Cl)cccc1Cl,348.043233048,4.797700000000003,0,3,46.38,4,0.0651329972691854
O=C(CN1C=C(c2ccc3ccccc3n2)C(C[N+](=O)[O-])c2ccccc21)c1ccccc1,435.158291532,5.339100000000005,0,5,76.34,6,0.0401305479808034
O=[N+]([O-])CC(O)c1ccncc1,168.053492116,0.3916999999999999,1,4,76.26,3,0.0342405494400882
O=[N+]([O-])CC(c1ccccc1)P(=O)(c1ccccc1)c1ccccc1,351.10243006599995,4.018500000000003,0,3,60.21,6,0.1451986253965489
O=[N+]([O-])CC(O)c1ccccc1,167.058243148,0.9967,1,3,63.370000000000005,3,0.0498952419940385
O=[N+]([O-])CC(c1ccccc1)c1c[nH]c2ccccc12,266.105527688,3.576500000000002,1,2,58.93,4,0.1345357083584954
O=[N+]([O-])CC(COS(=O)(=O)c1ccccc1)c1ccccc1,321.06709358000006,2.452400000000001,0,5,86.50999999999999,7,0.1828661871634909
O=C1c2ccccc2C(=O)C1(c1ccccc1)C(C[N+](=O)[O-])c1ccc2c(c1)OCO2,415.10558726400006,3.7928000000000015,0,6,95.74,5,0.0392965247142926
O=C1OC(C[N+](=O)[O-])C(Br)=C1Oc1ccccc1,312.95858445600004,1.874,0,5,78.67,4,0.0927570358277281
O=[N+]([O-])CCCCCC[N+](=O)[O-],176.079706864,1.1001999999999998,0,4,86.28,7,0.1179374896743029
O=c1[nH]nc(C[N+](=O)[O-])c2ccccc12,205.048741084,0.6998000000000004,1,4,88.88999999999999,2,0.072705063468165
O=C(C[N+](=O)[O-])c1ccc(Cl)cc1,199.003620732,1.7994,0,3,60.21,3,0.0361922688297217
O=C(C[N+](=O)[O-])N/N=C/c1cccc(O)c1,223.059305768,0.1189999999999996,2,5,104.83,4,0.0163025378845181
O=C1C[N+]([O-])=Cc2[nH]c3ccccc3c2N1c1ccc(Cl)cc1,325.061804304,3.4288000000000016,1,2,62.17,1,0.0598261500737851
O=[N+]([O-])C/C(=N\O)c1ccccc1,180.053492116,1.1416,1,4,75.73,3,0.0578190684835727
O=[N+]([O-])C/C(=N\O)c1ccc(Br)cc1,257.96400418400003,1.9041,1,4,75.73,3,0.0623123292647096
O=C(CC1C2([N+](=O)[O-])C=CC(=O)C1([N+](=O)[O-])CN(CCBr)C2)c1ccccc1,451.037897396,1.756000000000001,0,7,123.65999999999995,7,0.1184083445529026
O=[N+]([O-])C12CC=C(OCCCl)C([N+](=O)[O-])(CN(Cc3ccccc3)C1)C2,381.10914842,2.4663000000000013,0,6,98.75,7,0.1919477230934119
O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=C1N(Cc2cnc(Cl)s2)CCN1Cc1cnc(Cl)s1,518.87185496,5.555500000000001,0,8,75.4,6,0.150752871098028
O=[N+]([O-])C(C(Cl)=C(Cl)Cl)=C1N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(Cl)nc1,506.959013088,5.432500000000004,0,6,75.4,6,0.1473520153042543
O=[N+]([O-])C(/C=C(\Cl)[N+](=O)[O-])=C1N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(Cl)nc1,484.022036,3.903900000000004,0,8,118.54,7,0.1230906462173285
O=[N+]([O-])/C=C1\NCCN1Cc1ccc(Cl)nc1,254.057053272,1.2158,1,5,71.30000000000001,3,0.2666988906605892
O=C(OCc1ccccc1)/C(=C/c1c[nH]c2ccccc12)[N+](=O)[O-],322.095356928,3.528900000000002,1,4,85.22999999999999,5,0.0904774770369688
O=C(NCc1ccc(Cl)nc1)/C(=C1\Nc2ccc([N+](=O)[O-])cc2N1)[N+](=O)[O-],390.047945132,2.2428,3,8,152.32999999999998,5,0.0858631672079047
O=[N+]([O-])/C(C(=C(Cl)Cl)N1CCN(Cc2ccccc2)CC1)=C1\NCCN1Cc1ccc(Cl)nc1,522.11045708,4.050500000000003,1,7,77.78,7,0.1710145442564838
O=[N+]([O-])/C(C(Cl)=C(Cl)Cl)=C1\N(Cc2ccc(Cl)nc2)CCN1Cc1cnc(Cl)s1,512.915434024,5.494000000000002,0,7,75.4,6,0.1235052997522477
O=Cc1cc(/N=N/c2ccc(S(=O)(=O)[O-])cc2)ccc1O,305.02376596791004,2.524200000000001,1,7,119.21999999999998,4,0.0603235601138291
O=S(=O)([O-])CCC[n+]1c(/C=C2/C=CN(CCCS(=O)(=O)O)c3ccccc32)oc2ccccc21,504.1024931079999,2.807800000000001,1,7,131.82999999999998,9,0.2047791558591295
O=S(=O)([O-])CCC[n+]1c(/C=C2\Sc3ccccc3N2CCCS(=O)(=O)O)sc2ccccc21,526.036070424,3.312700000000002,1,8,118.68999999999998,9,0.1776590386662169
O=S(=O)([O-])CCC[n+]1c(/C=C2\Oc3ccccc3N2CCCS(=O)(=O)O)sc2ccccc21,510.058914044,2.5994,1,8,127.92,9,0.1759514461867724
O=S(=O)([O-])CCC[n+]1c(/C=C2\Oc3ccccc3N2CCCS(=O)(=O)O)oc2ccc3ccccc3c21,544.0974077279999,3.2841000000000022,1,8,141.05999999999997,9,0.1642305077843938
O=S(=O)([O-])CCC[n+]1c(/C=C2\Oc3ccc(Cl)cc3N2CCCS(=O)(=O)O)sc2ccccc21,544.0199416919999,3.2528000000000024,1,8,127.92,9,0.1825196423066438
O=S(=O)([O-])CCC[n+]1c(/C=C/c2ccccc2)sc2ccccc21,359.064985404,3.294500000000002,0,4,61.08,6,0.1840416779399807
O=S(=O)([O-])CCC[n+]1c(/C=C/c2ccc3c(c2)OCO3)sc2ccccc21,403.054814644,3.023200000000002,0,6,79.54,6,0.1647864772664545
O=S(=O)([O-])CCC[n+]1c(/C=C/c2ccc3c(c2)OCO3)sc2ccc(Cl)cc21,437.015842292,3.676600000000003,0,6,79.54,6,0.1688508615682026
O=S(=O)([O-])CCC[n+]1c(/C=C/Nc2ccccc2)oc2ccc(-c3ccccc3)cc21,434.130028184,4.405400000000003,1,5,86.25,8,0.1479055310893977
O=S(=O)([O-])CCC[N+]1(CC#Cc2ccccc2)CCOCC1,323.119129152,0.8204,0,4,66.42999999999999,5,0.1588240787335777
O=S(=O)([O-])CCC[N+]1(CC#Cc2ccccc2)CCCCC1,321.139864596,1.9740999999999995,0,3,57.2,5,0.2899182352124438
O=S(=O)([O-])CCCN1/C(=C/c2sc3ccc4ccccc4c3[n+]2CCCS(=O)(=O)[O-])Sc2ccccc21,575.0444440359098,4.123300000000004,0,9,121.51999999999998,9,0.1923840987503925
O=S(=O)([O-])CCCN1/C(=C/c2sc3ccc4ccccc4c3[n+]2CCCS(=O)(=O)[O-])Sc2ccc(Cl)cc21,609.0054716839098,4.776700000000004,0,9,121.51999999999998,9,0.1979754207682801
[N-]=[N+]=Nc1cc([N+](=O)[O-])cc2sn(-c3ccccc3)c(=O)c12,313.026960084,3.9022000000000014,0,6,113.9,3,0.1620090304427453
[N-]=[N+]=Nc1cc([N+](=O)[O-])cc2snc(Cl)c12,254.961772984,3.799700000000001,0,5,104.79,2,0.1599082834870869
S=C=Nc1cccc(-c2nnc(S)o2)c1,234.98740378,2.7596000000000007,1,6,51.28,2,0.0682425641860451
S=C=Nc1ccc(CBr)cc1,226.940432292,3.315800000000001,0,2,12.36,2,0.0798124993183873
S=C=Nc1ccc(Oc2ccccc2)cc1,227.040484908,4.213200000000002,0,3,21.59,3,-0.0159884322110065
S=C=Nc1ccc(Nc2ccccc2)cc1,226.05646932,4.164500000000002,1,3,24.39,3,0.074678324404762
S=C=Nc1ccc(-c2nnc(SCc3ccncc3)o2)cc1,326.02960294,4.158200000000003,0,7,64.17,5,0.0648424838029856
S=C=NCC(Br)CBr,256.85094436,2.2476000000000003,0,2,12.36,3,-0.0017558853951045
S=c1sscc1-c1ccccc1,209.963163192,4.206090000000001,0,3,0.0,1,0.0751925173068387
S=c1ssc(Sc2ccccn2)c1Cl,276.891510808,4.738690000000001,0,5,12.89,2,-0.0177087180576213
S=c1ssc(Sc2ccccc2)c1Cl,275.89626184,5.343690000000001,0,4,0.0,2,-0.028710202782024
S=c1ssc(Oc2ccccc2)c1Cl,259.91910546,4.984790000000001,0,4,9.23,2,0.0376445812311706
S=c1ssc(N2CCOCC2)c1Cl,252.945654556,3.029090000000001,0,5,12.47,1,0.0738939486680872
S=c1ssc(Cl)c1Cl,201.85391836,3.84589,0,3,0.0,0,0.0086920410558965
S=C(NCC1CC2CC1C1OC21)Nc1ccccc1,274.113984196,2.3964,2,2,36.59,3,0.1250092778758025
O=Cc1cc2ccccc2nc1O,173.047678464,1.7528999999999997,1,3,50.19,1,0.0793328706144464
Oc1cccc(Oc2c(F)c(F)nc(F)c2F)c1,259.02564128,3.1359000000000004,1,3,42.35,2,0.1544573479856903
Oc1cccc(Oc2c(F)c(F)nc(N3CCCCC3)c2F)c1,324.10856238,3.9871000000000016,1,4,45.59,3,0.2208558789718482
Oc1cccc(Oc2c(F)c(N3CCCCC3)nc(F)c2Cl)c1,340.07901184,4.501400000000002,1,4,45.59,3,0.208126465825367
Oc1cccc(Oc2c(F)c(N3CCCC3)nc(F)c2Cl)c1,326.063361776,4.111300000000002,1,4,45.59,3,0.188435324999508
Oc1cccc(Oc2c(F)c(F)nc(F)c2Cl)c1,274.99609074,3.6502000000000008,1,3,42.35,2,0.1398635766196949
O=C(CCS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1)Nc1cccc(O)c1,457.037782588,3.732000000000002,2,7,109.25,6,0.1692244714455936
O=C(/C=C/c1ccccc1Cl)Nc1cccc(O)c1,273.055656304,3.6975000000000016,2,2,49.33,3,0.0212432637580546
O=C(/C=C/c1ccc2c(c1)OCCO2)c1cccc(O)c1,282.089208928,3.0595000000000008,1,4,55.760000000000005,3,0.0701276619866473
O=C(/C=C/C1=Cc2ccccc2OC1)c1cccc(O)c1,278.094294308,3.6071000000000017,1,3,46.53,3,0.0977023716772913
O=C(N/N=C/c1cccc(O)c1)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccccc1,429.132470708,3.0421000000000014,3,6,109.25,6,0.0346134263950233
Oc1cccc(/C=C/c2ccc3cccc(OCc4ccccc4)c3n2)c1,353.14157884800005,5.689800000000005,1,3,42.35,5,0.067369536698405
Oc1cccc(/C=C/c2ccc3cccc(O)c3n2)c1,263.094628656,3.8164000000000025,2,3,53.35000000000001,2,0.0742200460506222
O=Cc1c[nH]nc1-c1cccc(O)c1,188.058577496,1.5947999999999998,2,3,65.98,2,0.1442792432190917
O=C(Nc1cccnc1Cl)c1cc(-c2cccc(O)c2)on1,315.04106886,3.347900000000001,2,5,88.25000000000001,3,0.1651376108551991
Oc1cccc(-c2nc3cnc(Br)cn3c2Nc2cccc(C(F)(F)F)c2)c1,448.014657764,5.626800000000003,2,5,62.45,3,0.1275306479666728
Oc1cccc(-c2nc3cnc(Br)cn3c2Nc2ccc3c(c2)OCO3)c1,424.017102376,4.336700000000003,2,7,80.91000000000001,3,0.110739745031041
Oc1cccc(-c2nc3cnc(Br)cn3c2Nc2ccc3c(c2)OCCO3)c1,438.03275244,4.379200000000003,2,7,80.91000000000001,3,0.109582619804206
O=Cc1c(O)ccc2cc(Br)ccc12,249.962941564,3.1204000000000005,1,2,37.3,1,0.1239288758214122
Oc1ccc(/C=C/c2ccc3ccccc3n2)cc1,247.099714036,4.110800000000003,1,2,33.120000000000005,2,0.0512011611014777
Oc1ccc(/C=C/c2cc(O)c3ccccc3n2)cc1,263.094628656,3.8164000000000025,2,3,53.35000000000001,2,0.0292426556149946
Oc1ccc(/C=C/c2n[nH]c(-c3ccccc3O)n2)cc1,279.100776656,3.0533,3,4,82.03,3,0.0026221684736226
Oc1ccc(/C=C/c2ccc3cccc(OCc4ccccc4Cl)c3n2)cc1,387.102606496,6.343200000000005,1,3,42.35,5,0.0524409047465979
Oc1ccc(/C=C/c2nc(-c3ccccc3O)n(-c3ccccc3)n2)cc1,355.132076784,4.515900000000003,2,5,71.17,4,0.0053625549140203
O=C(NCc1ccccc1)/C(=C\c1ccc(O)cc1)NC(=O)c1ccccc1,372.1473925,3.4795000000000025,3,3,78.42999999999999,6,0.0053335354335941
O=C(Nc1ccccc1)/C(=C/c1ccc(O)cc1)NC(=O)c1ccco1,348.111006992,3.394800000000002,3,4,91.57,5,0.0007443574093207
O=C(NCc1ccccc1)/C(=C/c1ccc(O)cc1)NC(=O)c1ccco1,362.126657056,3.0725000000000016,3,4,91.57,6,0.0252567258822173
O=C(N/C(=C\c1ccc(O)cc1)C(=O)N1CCOCC1)c1ccccc1Cl,386.103334768,2.675300000000001,2,4,78.87,4,0.0845751356572143
O=Cc1ccc(O)cc1O,138.031694052,0.9103,2,3,57.53,1,0.0610343674312388
O=C(CCl)NCc1cc(O)c(O)cc1CNC(=O)CCl,320.033062288,0.8077999999999996,4,4,98.66,6,0.2448935048905096
Oc1cc(/C=C/c2ccccc2F)nc2ccccc12,265.090292224,4.249900000000003,1,2,33.120000000000005,2,0.048525845428683
O=C(CSc1nc(O)c2nc[nH]c2n1)Nc1cccnc1Cl,336.019622208,1.8377,3,7,116.68,4,0.031946098514791
Oc1cccc2ccc(/C=C/c3cccc(OCc4ccccc4)c3)nc12,353.14157884800005,5.689800000000006,1,3,42.35,5,0.040593585019874
Oc1cccc2ccc(/C=C/c3cccc(F)c3)nc12,265.090292224,4.249900000000002,1,2,33.120000000000005,2,0.0638618335570443
Oc1cccc2ccc(/C=C/c3ccc(C(F)(F)F)cc3)nc12,315.087098664,5.129600000000004,1,2,33.120000000000005,2,0.0385404674017819
Oc1cccc2ccc(/C=C/c3ccc(-c4cccc(Br)c4)o3)nc12,391.020790788,6.133300000000005,1,3,46.260000000000005,3,0.0621104250612169
Oc1cccc2ccc(/C=C/c3ccc(-c4ccccc4Cl)o3)nc12,347.071306368,6.024200000000005,1,3,46.260000000000005,3,0.0337362563021979
Oc1cccc2ccc(/C=C/c3ccc(-c4ccc(Cl)cc4)o3)nc12,347.071306368,6.024200000000005,1,3,46.260000000000005,3,0.0511832523005997
Oc1c(Br)cc(Cl)cc1/C=C/c1ccc2cccc(O)c2n1,374.966168372,5.232300000000004,2,3,53.35000000000001,2,0.0899846132405641
Oc1c(Br)cc(Br)cc1/C=C/c1ccc2cccc(O)c2n1,418.915652792,5.341400000000004,2,3,53.35000000000001,2,0.1124700581066172
Oc1cccc2ccc(/C=C/c3ccccc3OCc3ccccc3Cl)nc12,387.102606496,6.343200000000006,1,3,42.35,5,0.0487976003288385
Oc1cccc2ccc(/C=C/c3ccccc3Cl)nc12,281.060741684,4.764200000000003,1,2,33.120000000000005,2,0.0567266316300159
Oc1cccc2ccc(/C=C/c3ccccc3Br)nc12,325.010226104,4.873300000000003,1,2,33.120000000000005,2,0.0479609640344415
Oc1cccc2ccc(/C=C/c3ccc(F)cc3F)nc12,283.080870412,4.389000000000003,1,2,33.120000000000005,2,0.0500500692073228
Oc1cccc2ccc(/C=C/c3cc4c(cc3Cl)OCO4)nc12,325.05057092399994,4.492900000000004,1,4,51.58,2,0.0050199933313899
Oc1cccc2ccc(/C=C/c3cc4c(cc3Br)OCO4)nc12,369.000055344,4.602000000000003,1,4,51.58,2,0.003890103078132
Oc1c(Br)cc(/C=C/c2ccc3cccc(O)c3n2)cc1Br,418.915652792,5.341400000000004,2,3,53.35000000000001,2,0.1254487551756398
Oc1cccc2ccc(/C=C/c3ccc(OC4CCCC4)cc3)nc12,331.15722891200005,5.432200000000004,1,3,42.35,4,0.0324766706404465
Oc1cccc2ccc(/C=C/c3ccc(F)cc3)nc12,265.090292224,4.249900000000003,1,2,33.120000000000005,2,0.0311723873309522
Oc1cccc2ccc(/C=C/c3ccc(Br)cc3)nc12,325.010226104,4.873300000000004,1,2,33.120000000000005,2,0.0541027904821646
Oc1cccc2ccc(/C=C/c3ccc4c(c3)OCO4)nc12,291.08954327600003,3.839500000000002,1,4,51.58,2,0.0103930159891091
Oc1cccc2ccc(/C=C/c3ccc(F)c(F)c3)nc12,283.080870412,4.389000000000003,1,2,33.120000000000005,2,0.0584480859037342
Oc1cccc2ccc(/C=C/c3ccc(OCc4ccccc4)c(Br)c3)nc12,431.052090916,6.4523000000000055,1,3,42.35,5,0.0652181649829693
Oc1cccc2ccc(/C=C/c3c(F)cccc3Cl)nc12,299.051319872,4.903300000000003,1,2,33.120000000000005,2,0.049605047189776
Oc1cccc2ccc(/C=C/c3c(Cl)cccc3Cl)nc12,315.021769332,5.417600000000004,1,2,33.120000000000005,2,0.0496604306344841
O=Cc1cc(C23CC4CC(CC(C4)C2)C3)ccc1O,256.14632988,3.6725000000000025,1,2,37.3,2,0.1434560225922563
O=Cc1c(O)ccc2ccccc12,172.052429496,2.3579,1,2,37.3,1,0.0559404926306212
O=C(/C=C/c1nc2ccccc2[nH]1)c1c(O)nc2ccc(Cl)cc2c1-c1ccccc1,425.093104432,6.033200000000004,2,4,78.87,4,0.0191026203278424
Oc1ccccc1/C=N\Nc1ccc(Cl)nn1,248.046488588,2.2816,2,5,70.4,3,0.0922221723879832
Oc1ccc2ccccc2c1/C=N\Nc1ccc(Cl)nn1,298.062138652,3.434800000000001,2,5,70.4,3,0.1227315779463444
Oc1ccccc1/C=N/n1c(CCl)nnc1CCl,284.0231663,2.3435,1,5,63.3,4,0.1364074754680527
Oc1ccc2ccccc2c1/C=N/n1c(CCl)nnc1CCl,334.038816364,3.4967000000000024,1,5,63.3,4,0.1570465080926954
Oc1ccccc1/C=C/c1noc(-c2ccccc2O)n1,280.084792244,3.318200000000002,2,5,79.38000000000001,3,-0.010468527644307
Oc1ccccc1/C=C/c1ccc2ccccc2n1,247.099714036,4.110800000000002,1,2,33.120000000000005,2,0.0385514293724261
Oc1ccccc1/C=C/c1nc(-c2ccccc2O)n(-c2ccccc2)n1,355.132076784,4.515900000000003,2,5,71.17,4,-0.0068191898938675
O=C(/C=C/c1ccccc1O)c1ccccc1,224.083729624,3.2883000000000013,1,2,37.3,3,0.0538527895702642
O=C(/C=C/c1ccccc1O)c1c(O)c2ccccc2oc1=O,308.06847348400004,3.1003000000000007,2,5,87.74,3,0.0367650955282672
O=C(N/N=C\c1cccc2ccccc12)/C(=C/c1ccccc1O)NC(=O)c1ccccc1,435.158291532,4.466600000000003,3,4,90.79,6,0.046702589288052
O=C(N/N=C\c1ccc2ccc3ccc(/C=N/NC(=O)/C(=C/c4ccccc4O)NC(=O)c4ccccc4)nc3c2n1)/C(=C/c1ccccc1O)NC(=O)c1ccccc1,794.260130808,6.036600000000005,6,10,207.36,12,0.041113556325081
O=C(N/N=C/c1c[nH]c2ccccc12)/C(=C/c1ccccc1O)NC(=O)c1ccccc1,424.1535405,3.7947000000000015,4,4,106.58,6,0.04552426242032
O=C(N/N=C/c1ccc(I)o1)/C(=C/c1ccccc1O)NC(=O)c1ccccc1,501.018553992,3.511000000000002,3,5,103.93,6,0.0199317362005184
O=C(N/N=C/c1ccccc1F)/C(=C/c1ccccc1O)NC(=O)c1ccccc1,403.133219656,3.4525000000000023,3,4,90.79,6,0.0415680107359728
O=C(N/N=C/c1ccccc1Cl)/C(=C/c1ccccc1O)NC(=O)c1ccccc1,419.103669116,3.966800000000002,3,4,90.79,6,0.0431979877895481
O=C(N/N=C1/C(=O)Nc2c(Br)cc(Br)cc21)/C(=C/c1ccccc1O)NC(=O)c1ccccc1,581.9538291920001,4.160700000000001,4,5,119.89,5,0.1147502011109282
Oc1ccccc1Oc1c(F)c(F)nc(F)c1F,259.02564128,3.135900000000001,1,3,42.35,2,0.1154540615981041
Oc1ccccc1Oc1c(F)c(F)nc(N2CCCC2)c1F,310.092912316,3.597000000000002,1,4,45.59,3,0.1667122681964539
O=C(Nc1ccccc1O)c1cccnc1Cl,248.035255208,2.6929,2,3,62.22,2,0.0515517317207997
O=C(Nc1ccccc1O)c1nc(Cl)ccc1Cl,281.996282856,3.346300000000001,2,3,62.22,2,0.069342245287644
O=C(/C=C/c1ccccc1)NC(NC(=S)Nc1ccccc1O)C(Cl)(Cl)Cl,443.002880792,4.204500000000001,4,3,73.39,5,0.2525468883048636
O=C(/C=C/c1ccc(F)cc1)NC(=S)Nc1ccccc1O,316.06817687600005,3.0577000000000014,3,3,61.36,3,-0.0255437653314153
O=C(CCn1sc2ccccc2c1=O)Nc1ccccc1O,314.072513308,2.797400000000001,2,5,71.33,4,0.0291335032793942
O=C(CCCn1sc2ccccc2c1=O)Nc1ccccc1O,328.088163372,3.187500000000001,2,5,71.33,5,0.036418731246518
O=C(CCCCCn1sc2ccccc2c1=O)Nc1ccccc1O,356.1194635,3.9677000000000033,2,5,71.33,7,0.0172675312072719
O=C(/C=C/c1ccccc1)Nc1ccccc1O,239.094628656,3.044100000000001,2,2,49.33,3,-0.0266149368116876
O=C(/C=C/c1ccc(Cl)cc1)Nc1ccccc1O,273.055656304,3.6975000000000016,2,2,49.33,3,-0.0330460233219903
O=C1C=C(N2CCN(c3ccccc3O)CC2)C(=O)N1c1ccccc1,349.142641468,1.9715,1,5,64.09,3,0.0705264992674103
O=C(/C=C/c1ccccc1)ON=C1C=CC(=NNC(=O)c2ccccc2O)C=C1,387.121906024,3.216600000000001,2,6,100.35,5,-0.0015882904601977
O=C(CC(=O)c1ccccc1O)c1ccco1,230.0579088,2.4409,1,4,67.51,4,0.0490530822260611
O=C(CC(=O)c1ccccc1O)c1ccccc1,240.078644244,2.847900000000001,1,3,54.370000000000005,4,0.0441865833397935
O=C(CC(=O)c1ccccc1Cl)c1ccccc1O,274.03967189200006,3.5013000000000014,1,3,54.370000000000005,4,0.0532873133404064
O=C(CC(=O)c1ccccc1O)c1ccc(Cl)cc1,274.03967189200006,3.5013000000000023,1,3,54.370000000000005,4,0.045865804284751
O=C(Nc1cccnc1Cl)c1cc(-c2ccccc2O)no1,315.04106886,3.347900000000001,2,5,88.25000000000001,3,0.1067838969851477
Oc1ccccc1-c1nc(/C=C/c2cccnc2)no1,265.085126592,3.007600000000001,1,5,72.04,3,0.0211274407658995
Oc1ccccc1-c1nc(/C=C/c2cccnc2)n[nH]1,264.101111004,2.742700000000001,2,4,74.69,3,0.0175948819934271
Oc1ccccc1-c1nc(/C=C/c2ccncc2)no1,265.085126592,3.007600000000001,1,5,72.04,3,0.0153156843528635
Oc1ccccc1-c1nc(/C=C/c2cccs2)no1,270.04629856,3.674100000000002,1,5,59.150000000000006,3,0.0219971966576497
Oc1ccccc1-c1nc(/C=C/c2cccs2)nn1-c1ccccc1,345.0935831,4.871800000000003,1,5,50.94,4,0.0240799710800427
Oc1ccccc1-c1nc(/C=C/c2ccccc2)no1,264.089877624,3.612600000000002,1,4,59.150000000000006,3,0.0217330046674735
Oc1ccccc1-c1nc(/C=C/c2ccccc2)nn1-c1ccccc1,339.137162164,4.8103000000000025,1,4,50.94,4,0.0186372464345647
Oc1ccccc1-c1nc(/C=C/c2ccccc2)n[nH]1,263.105862036,3.347700000000001,2,3,61.8,3,0.0212094006161809
Oc1ccccc1-c1nc(/C=C/c2c[nH]c3ccccc23)no1,303.100776656,4.093900000000002,2,4,74.94,3,0.0472784963853251
Oc1ccccc1-c1nc(/C=C/c2ccccc2F)nn1-c1ccccc1,357.127740352,4.9494000000000025,1,4,50.94,4,0.017587212862802
Oc1ccccc1-c1nc(/C=C/c2ccccc2Cl)no1,298.050905272,4.266000000000003,1,4,59.150000000000006,3,0.0245532477893662
Oc1ccccc1-c1nc(/C=C/c2ccccc2Cl)nn1-c1ccccc1,373.098189812,5.463700000000005,1,4,50.94,4,0.0208868085149566
Oc1ccccc1-c1nc(/C=C/c2ccc(F)cc2)no1,282.080455812,3.751700000000002,1,4,59.150000000000006,3,0.0061377319427708
Oc1ccccc1-c1nc(/C=C/c2ccc(F)cc2)nn1-c1ccccc1,357.127740352,4.9494000000000025,1,4,50.94,4,0.0043198718109453
Oc1ccccc1-c1nc(/C=C/c2ccc(F)cc2)n[nH]1,281.096440224,3.486800000000001,2,3,61.8,3,0.0026084235220591
Oc1ccccc1-c1nc(/C=C/c2ccc(Cl)cc2)no1,298.050905272,4.266000000000003,1,4,59.150000000000006,3,0.0078082215506454
Oc1ccccc1-c1nc(/C=C/c2ccc(Cl)cc2)n[nH]1,297.066889684,4.001100000000002,2,3,61.8,3,0.0058718616663913
Oc1ccccc1-c1nc(/C=C/c2ccc(Br)cc2)n[nH]1,341.016374104,4.110200000000002,2,3,61.8,3,0.0248005082086056
Oc1ccccc1-c1nc(/C=C/c2cccs2)nc(-c2ccccc2)n1,357.0935831,5.143100000000005,1,5,58.900000000000006,4,0.0499573810718179
Oc1ccccc1-c1nc(/C=C/c2c[nH]c3ccccc23)nc(-c2ccccc2)n1,390.148061196,5.562900000000004,2,4,74.69,4,0.0728020854060176
O=C(Nc1cccnc1Cl)c1cc(-c2ccccc2O)on1,315.04106886,3.347900000000001,2,5,88.25000000000001,3,0.1148448968166383
Oc1ccccc1-c1nc2cnc(Br)cn2c1Nc1cccc(C(F)(F)F)c1,448.014657764,5.626800000000003,2,5,62.45,3,0.1069622202052779
Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,350.043521688,6.203600000000005,2,4,40.46,3,0.0561934252323451
O=C(Nc1cc(Cl)ccc1O)c1cccnc1Cl,281.996282856,3.346300000000001,2,3,62.22,2,0.0940110555276407
O=C(CCS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1)Nc1cc(Cl)ccc1O,490.998810236,4.385400000000003,2,7,109.25,6,0.1718789572497515
O=C(CCn1sc2ccccc2c1=O)Nc1cc(Cl)ccc1O,348.033540956,3.450800000000001,2,5,71.33,4,0.0562353398991687
O=C(/C=C/c1ccccc1)NNC(=O)c1cc(Cl)ccc1O,316.061469956,2.5200000000000005,3,3,78.42999999999999,3,0.0730967414774026
O=C(/C=C/c1ccc2c(c1)OCCO2)c1cc(Cl)ccc1O,316.05023657600003,3.712900000000002,1,4,55.760000000000005,3,0.052466206504422
O=Cc1ccc(O)c(Cl)c1,155.99780708,1.8581000000000008,1,2,37.3,1,0.1125398132046988
O=C(CCS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1)Nc1cc(Br)ccc1O,534.948294656,4.494500000000003,2,7,109.25,6,0.1769609353380421
O=C(CCCS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1)Nc1cc(Br)ccc1O,548.96394472,4.8846000000000025,2,7,109.25,7,0.1781588174266616
O=C(/C=C/c1ccc2c(c1)OCCO2)c1cc(Br)ccc1O,359.99972099600006,3.822000000000002,1,4,55.760000000000005,3,0.0705546689826704
