SMILES,MW,logP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,pchembl_value
O=C(c1ccc(Cl)nc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,391.145140004,4.282400000000004,0,3,36.44,4,0.0925388586213024
O=C(c1ccc(Cl)nc1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,427.12629638,4.560600000000004,0,3,36.44,4,0.1165395409993625
O=C(c1ccc(Cl)nc1)N1CCN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)CC1,459.0671953,5.589200000000005,0,3,36.44,4,0.1337120309828832
O=C(c1ccc(Cl)nc1)N1CCC(c2nc3ccccc3[nH]2)CC1,340.109088844,3.631100000000002,1,3,61.88,2,0.1081131209022704
O=C(c1ccc(Cl)nc1)N1CCC(c2nc(-c3cccnc3)no2)CC1,369.099252432,3.199800000000001,0,6,85.01,3,0.1972432949672629
O=C(c1ccc(Cl)nc1)N1CCC(c2nc(-c3ccncc3)no2)CC1,369.099252432,3.199800000000001,0,6,85.01,3,0.1501463618327066
O=C(c1ccc(Cl)nc1)N1CCC(c2nc(-c3ccc(C(F)(F)F)cc3)no2)CC1,436.091388092,4.823600000000003,0,5,72.12,3,0.1821246395911934
O=C(c1ccc(Cl)nc1)N1CCC(c2nc(-c3ccc(Cl)cc3)no2)CC1,402.065031112,4.458200000000003,0,5,72.12,3,0.2082449390226343
O=C(c1ccc(Cl)nc1)N1CCC(c2nc(-c3ccc(F)c(F)c3)no2)CC1,404.08515984,4.083000000000003,0,5,72.12,3,0.2507207960729904
O=C(c1ccc(Cl)nc1)N1CCC(c2cn(Cc3cccc(F)c3)c3ccccc23)CC1,447.151368256,5.896900000000005,0,3,38.13,4,0.1188406838253436
O=C(NCCCCCCNC(=O)c1cncc(Br)c1)c1ccc(Br)nc1,481.99530008,3.721800000000002,2,4,83.98,9,0.1051865296698259
O=C(c1ccc(S(=O)(=O)N2CCOCC2)cc1)N(c1ccccc1)C1C=CS(=O)(=O)C1,462.091928424,1.665,0,6,101.06000000000002,5,0.1012333796283354
O=C(c1ccc(S(=O)(=O)N2CCOCC2)cc1)N(c1cccc(Cl)c1)C1C=CS(=O)(=O)C1,496.052956072,2.3184000000000005,0,6,101.06000000000002,5,0.0923873667362954
O=C(c1ccc(S(=O)(=O)N2CCOCC2)cc1)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,480.082506612,1.8041000000000005,0,6,101.06000000000002,5,0.1018225005739431
O=C(c1ccc(S(=O)(=O)N2CCOCC2)cc1)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1,496.052956072,2.3184000000000005,0,6,101.06000000000002,5,0.1085387895181567
O=C(c1ccc(S(=O)(=O)N2CCCCC2)cc1)N(c1ccccc1)C1C=CS(=O)(=O)C1,460.112663868,2.818700000000001,0,5,91.83,5,0.1656099422007752
O=C(c1ccc(S(=O)(=O)N2CCCCC2)cc1)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1,494.073691516,3.472100000000003,0,5,91.83,5,0.1779292002566858
O=C(Nc1nccs1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,406.9931887,2.863700000000001,1,5,79.37,8,0.0681594359086601
O=C(Nc1nc2ccc3ccccc3c2s1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,507.024488828,5.170100000000004,1,5,79.37,8,0.1073355432869254
O=C(Nc1nc2cc(Cl)ccc2s1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,490.969866412,4.670300000000003,1,5,79.37,8,0.1076830759957781
O=C(Nc1nc(-c2cccs2)cs1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,488.980909764,4.592200000000003,1,6,79.37,9,0.1334493579479416
O=C(Nc1nc(-c2ccccc2)c(-c2ccccc2)s1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,559.055788956,6.1977000000000055,1,5,79.37,10,0.1251717211093891
O=C(Nc1nc(-c2ccc(Oc3ccccc3)cc2)cs1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,575.0507035759999,6.323000000000006,1,6,88.60000000000001,11,0.1332070898990537
O=C(Nc1nc(-c2ccc(Br)cc2)cs1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,560.935000896,5.293200000000003,1,5,79.37,9,0.168312067964564
O=C(Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,559.055788956,6.197700000000005,1,5,79.37,10,0.1445964924218335
O=C(Nc1cccc2ccccc12)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,450.05716886,4.560400000000003,1,3,66.48,8,0.1837145289730525
O=C(Nc1ccc(Cc2ccc(NC(=O)c3ccc(S(=O)(=O)N(CCCl)CCCl)cc3)cc2)cc1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,812.0830375920001,6.718600000000008,2,6,132.95999999999998,18,0.1150609389880839
O=C(Nc1cccc(F)c1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,418.032096984,3.5463000000000022,1,3,66.48,8,0.0777320192619431
O=C(Nc1cc(Cl)cc(Cl)c1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,467.963574092,4.714000000000003,1,3,66.48,8,0.104517806972273
O=C(Nc1cccc2cn[nH]c12)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,440.047666796,3.283500000000002,2,4,95.16,8,0.1820953651812173
O=C(Nc1nc2c(Cl)cccc2s1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,490.969866412,4.670300000000004,1,5,79.37,8,0.1099312465857103
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,499.9942675040001,4.575100000000004,1,4,75.71000000000001,10,0.1218320377855183
O=C(Nc1ccc(Cl)cc1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,434.002546444,4.060600000000004,1,3,66.48,8,0.0914811771630437
O=C(Nc1cc(Cl)ccc1Cl)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,467.963574092,4.714000000000003,1,3,66.48,8,0.1278490868406473
O=C(NCc1ccccc1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,414.05716886,3.084900000000001,1,3,66.48,9,0.0693778292039792
O=C(NCC(Cc1ccccc1F)c1ccccc1)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,536.110347304,5.0503000000000045,1,3,66.48,12,0.1888378056484211
O=C(NCCOC12CC3CC(CC(C3)C1)C2)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,502.145983864,3.8701000000000025,1,4,75.71000000000001,11,0.1572491558407086
O=C(NCCC12CC3CC(CC(C3)C1)C2)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,486.151069244,4.491200000000004,1,3,66.48,10,0.2226760228475578
O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1,472.13541918,4.101100000000003,1,3,66.48,9,0.196896256184413
O=C1c2ccccc2C(=O)N1CCCCN(C(=O)c1ccc(S(=O)(=O)N(CCCl)CCCl)cc1)c1ccc(Cl)cc1,635.081525036,5.531500000000006,0,5,95.07,13,0.0875212290002234
O=C(NC1CC1)c1ccc(OCC2CCN(C(=O)c3ccc(Cl)nc3)CC2)cc1,413.150619308,3.5584000000000016,1,4,71.53,6,0.1416798434418337
O=C(c1ccc(OCC2CCN(C(=O)c3ccc(Cl)nc3)CC2)cc1)N1CCOCC1,443.161183992,3.138600000000002,0,5,71.97,5,0.1230154526221831
O=C(c1ccc(OCC2CCN(C(=O)c3ccc(Cl)nc3)CC2)cc1)N1CCCCC1,441.181919436,4.2923000000000044,0,4,62.74,5,0.1516955899513624
O=C(c1ccc(OCC2CCN(C(=O)c3ccc(Cl)nc3)CC2)cc1)N1CCCC1,427.166269372,3.902200000000003,0,4,62.74,5,0.1265804299357466
O=C(C#Cc1ccccc1)Nc1ccc(C(=O)NC23CC4CC(CC(C4)C2)C3)cc1,398.199428072,4.375400000000004,2,2,58.2,3,0.2959069114053277
COC(=O)c1ccc(C(=O)OC)c(NC(=O)C#Cc2ccccc2)c1,337.09502258000003,2.25,1,5,81.7,3,0.1048379559986445
O=C(Nc1cccnc1Cl)c1ccc(N2CCCN(Cc3ccc(F)cc3)C2=O)cc1,438.12588178,4.958700000000004,1,3,65.53999999999999,5,0.2232797278878307
O=C(O/C(=C/c1nc2ccccc2n1Cc1ccccc1Br)c1ccc(F)cc1)c1ccc(F)cc1,544.059796388,7.480400000000005,0,4,44.120000000000005,6,0.0363125955772577
O=C(O/C(=C/c1nc2ccccc2n1CCOc1ccc(Br)cc1)c1ccc(F)cc1)c1ccc(F)cc1,574.0703610720001,7.511100000000006,0,5,53.35000000000001,8,0.0842026410966039
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccccc1)c1ccc(F)cc1,438.071738032,5.522400000000004,1,5,59.81,6,0.0175712797659355
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccc(F)cc1)c1ccc(F)cc1,456.06231622,5.661500000000004,1,5,59.81,6,0.0340249215291611
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccc(Cl)cc1)c1ccc(F)cc1,472.03276568,6.175800000000003,1,5,59.81,6,0.0333463415556801
O=C(Nc1ccccc1Sc1nc(Cl)nn1CCc1ccccc1)c1ccc(F)cc1,452.087388096,5.7168000000000045,1,5,59.81,7,0.0256274359359786
O=C(Nc1ccccc1Sc1nc(Br)nn1Cc1ccccc1)c1ccc(F)cc1,482.021222452,5.631500000000004,1,5,59.81,6,0.0230853634412463
O=C(Nc1ccccc1Sc1nc(Br)nn1CCc1ccccc1)c1ccc(F)cc1,496.036872516,5.825900000000004,1,5,59.81,7,0.0340487786862026
O=C(NCCSSCCNC(=O)c1ccc(F)cc1)c1ccc(F)cc1,396.077776256,3.506000000000002,2,4,58.2,9,0.0736837592542239
O=C(Nc1nc(=S)ss1)c1ccc(F)cc1,271.954804,3.3254900000000003,1,5,41.99,2,-0.0172603819559263
O=C(NC(=S)Nc1cccnc1Cl)c1ccc(F)cc1,309.01388880800005,3.000900000000001,2,3,54.02,2,0.055958231478466
O=C(c1ccc(F)cc1)N(c1ccccc1)C1C=CS(=O)(=O)C1,331.067842528,2.7832000000000017,0,3,54.45,3,0.1343305644253065
O=C(c1ccc(F)cc1)N(c1cccc(Cl)c1)C1C=CS(=O)(=O)C1,365.028870176,3.436600000000002,0,3,54.45,3,0.1338162121922612
O=C(c1ccc(F)cc1)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,349.058420716,2.9223000000000017,0,3,54.45,3,0.1288401360878102
O=C(c1ccc(F)cc1)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1,365.028870176,3.436600000000003,0,3,54.45,3,0.1375055526379003
O=C(c1ccc(F)cc1)N(c1ccc(Br)cc1)C1C=CS(=O)(=O)C1,408.978354596,3.5457000000000027,0,3,54.45,3,0.1408707714050158
O=C(c1ccc(F)cc1)N(Cc1ccco1)Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1,543.162805532,5.480000000000005,0,6,85.41000000000001,10,0.0825706246066297
O=C(c1ccc(F)cc1)N(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1)C1CC1,503.167890912,4.849200000000005,0,5,72.27000000000001,9,0.0764034751569534
O=C(c1ccc(F)cc1)N(Cc1ccco1)Cc1cnc(S(=O)(=O)Cc2ccccc2F)n1CC1CCCO1,555.1639484039999,4.749800000000005,0,7,94.64,10,0.1208153362524004
O=C(c1ccc(F)cc1)N(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1)CC1CCCO1,547.19410566,4.865800000000005,0,6,81.5,10,0.1114453475368076
O=C(c1ccc(F)cc1)N(CCN1CCOCC1)Cc1cnc(S(=O)(=O)Cc2ccccc2F)n1CC1CCCO1,588.2217976280001,3.288800000000001,0,8,93.97,11,0.1344026351334662
O=C(c1ccc(F)cc1)N(Cc1cnc(S(=O)(=O)Cc2ccccc2F)n1CC1CCCO1)CC1CCCO1,559.1952485319999,4.135600000000004,0,7,90.73,10,0.1741887145701051
O=C(c1ccc(F)cc1)N(Cc1cnc(S(=O)(=O)Cc2ccccc2F)n1CC1CCCO1)CC1CC1,529.184683848,4.366600000000004,0,6,81.50000000000001,10,0.1861576250700498
O=C(c1ccc(F)cc1)N1CCN(c2oc(-c3cccs3)nc2S(=O)(=O)c2ccccc2)CC1,497.08792634,4.337400000000003,0,7,83.72,5,0.1702734640550277
O=C(c1ccc(F)cc1)N1CCN(c2oc(-c3ccco3)nc2S(=O)(=O)c2ccc(Cl)cc2)CC1,515.071797608,4.522300000000004,0,7,96.86,5,0.1941667361160783
O=C(c1ccc(F)cc1)N1CCN(c2oc(-c3ccccc3)nc2S(=O)(=O)c2ccccc2)CC1,491.131505404,4.275900000000004,0,6,83.72,5,0.1299944146013383
O=C(c1ccc(F)cc1)N1CCC2(CC1)N(Cc1cccc(F)c1)C(=O)CS2=O,418.11626994,2.688200000000001,0,3,57.690000000000005,3,0.294884881579066
O=C(c1ccc(F)cc1)N1CCC2(CC1)N(CC1CC1)C(=O)CS2=O,364.125691752,1.7588999999999992,0,3,57.690000000000005,3,0.2733625220474169
O=C(c1ccc(F)cc1)N1CCC2(CC1)N(C1CCCC1)C(=O)CS2=O,378.141341816,2.2915,0,3,57.690000000000005,2,0.2446128433892056
O=C(c1ccc(F)cc1)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2=O,386.110041688,2.5535000000000005,0,3,57.690000000000005,2,0.1912855966979618
O=C(c1ccc(F)cc1)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2(=O)=O,402.104956308,2.2196,0,4,74.76,2,0.2776497519529727
O=C(OCC#CCSc1ncnn1-c1ccccc1)c1ccc(Cl)cc1,383.049525368,3.8732000000000015,0,6,57.010000000000005,5,-0.0035997908292744
O=C(OCC#CCSc1nc2ccccc2n1Cc1ccccc1)c1ccc(Cl)cc1,446.0855765280001,5.690500000000005,0,5,44.120000000000005,6,0.0168206184622303
O=C(O/C(=C/c1nc2ccccc2n1Cc1cccc2ccccc12)c1ccc(Cl)cc1)c1ccc(Cl)cc1,548.105833304,8.8997,0,4,44.120000000000005,6,0.0581293177457578
O=C(O/C(=C/c1nc2ccccc2n1CCOc1ccccc1)c1ccc(Cl)cc1)c1ccc(Cl)cc1,528.100747924,7.777200000000005,0,5,53.35000000000001,8,0.068948060471166
O=C(O/C(=C/c1nc2ccccc2n1CCOc1ccccc1Cl)c1ccc(Cl)cc1)c1ccc(Cl)cc1,562.061775572,8.430600000000002,0,5,53.35000000000001,8,0.0823460316731991
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccccc1)c1ccc(Cl)cc1,454.042187492,6.036700000000004,1,5,59.81,6,0.0201173249128197
O=C(Nc1ccccc1Sc1nc(Cl)nn1CCc1ccccc1)c1ccc(Cl)cc1,468.057837556,6.231100000000004,1,5,59.81,7,0.0287586718645768
O=C(Nc1ccccc1Sc1nc(Br)nn1Cc1ccccc1)c1ccc(Cl)cc1,497.991671912,6.145800000000004,1,5,59.81,6,0.0261932945601611
O=C(NC(=C(Cl)Cl)S(=O)(=O)c1ccccc1)c1ccc(Cl)cc1,388.94469722,4.147900000000003,1,3,63.24,4,0.1137957448762355
O=C(NC(=C(Cl)Cl)S(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1,422.905724868,4.801300000000002,1,3,63.24,4,0.1295107070245996
O=C(NC(=S)Nc1cccnc1Cl)c1ccc(Cl)cc1,324.984338268,3.515200000000001,2,3,54.02,2,0.0627577974089686
O=C(c1ccc(Cl)cc1)N(c1ccccc1)C1C=CS(=O)(=O)C1,347.038291988,3.297500000000002,0,3,54.45,3,0.1421654417460673
O=C(c1ccc(Cl)cc1)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,365.028870176,3.436600000000003,0,3,54.45,3,0.1402592697693429
O=C(c1ccc(Cl)cc1)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1,380.999319636,3.9509000000000034,0,3,54.45,3,0.1461646384375021
O=C(c1ccc(Cl)cc1)N1CCN(c2oc(-c3cccs3)nc2S(=O)(=O)c2ccccc2)CC1,513.0583758,4.851700000000005,0,7,83.72,5,0.1736757538275194
O=C(c1ccc(Cl)cc1)N1CCN(c2oc(-c3ccco3)nc2S(=O)(=O)c2ccccc2)CC1,497.08121942,4.383200000000003,0,7,96.86,5,0.1709327649813002
O=C(c1ccc(Cl)cc1)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2(=O)=O,418.075405768,2.7339,0,4,74.76,2,0.2855788937900095
O=C(NCc1ccc2c(c1)OCO2)c1ccc(C#Cc2ccccc2)cc1,355.120843404,3.7451000000000025,1,3,47.56,3,0.127351836131572
O=C(c1ccc(C#Cc2ccccc2)cc1)N1CCN(C/C=C/c2ccccc2)CC1,406.204513452,4.557600000000004,0,2,23.55,4,0.161461802919832
O=C(c1ccc(F)cc1)c1ccc(C#Cc2ccc(F)cc2)cc1,318.085621444,4.595600000000003,0,1,17.07,2,0.1545792043105256
O=C(OCC#CCSc1ncnn1-c1ccccc1)c1ccc(Br)cc1,426.999009788,3.982300000000003,0,6,57.010000000000005,5,0.0034917331682104
O=C(OCC#CCSc1nc2ccccc2s1)c1ccc(Br)cc1,416.949282724,5.011300000000003,0,5,39.19,4,0.059925253936295
O=C(OCC#CCSc1nc2ccccc2o1)c1ccc(Br)cc1,400.972126344,4.542800000000002,0,5,52.33,4,0.0459992386599759
O=C(OCC#CCSc1nc2ccccc2n1Cc1ccccc1)c1ccc(Br)cc1,490.0350609480001,5.799600000000005,0,5,44.120000000000005,6,0.0233787236207529
O=C(Nc1nnc(/C=C/c2ccccc2)s1)c1ccc(Br)cc1,384.988445104,4.723300000000003,1,4,54.88,4,0.0499643066579226
O=C(NC(=S)Nc1cccnc1Cl)c1ccc(Br)cc1,368.933822688,3.6243000000000016,2,3,54.02,2,0.0850968914692703
O=C(NC(=S)Nc1ccccc1C#Cc1ccccc1)c1ccc(Br)cc1,434.0088462000001,4.975700000000003,2,2,41.13,2,0.0739547281216007
O=C(N/N=C/c1cc2ccccc2nc1Cl)c1ccc(Br)cc1,386.9774017520001,4.414600000000002,1,3,54.35,3,0.1029875923492113
O=C(c1ccc(Br)cc1)N(c1ccccc1)C1C=CS(=O)(=O)C1,390.987776408,3.4066000000000027,0,3,54.45,3,0.1505881334984927
O=C(c1ccc(Br)cc1)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,408.978354596,3.545700000000004,0,3,54.45,3,0.1487058717891327
O=C(c1ccc(Br)cc1)N(c1ccc(Br)cc1)C1C=CS(=O)(=O)C1,468.89828847600006,4.169100000000003,0,3,54.45,3,0.1595239878127307
O=C(c1ccc(F)cc1)c1ccc(-c2nc(-c3ccc(C#Cc4ccccc4)cc3)[nH]c2-c2ccccc2)cc1,518.1794415759999,8.180600000000005,1,2,45.75,5,0.1632116287280374
O=C(c1ccc2oc(CCl)nc2c1)N1CCCCC1,278.0822054,3.192700000000001,0,3,46.34,2,0.3366223458103042
O=C(c1ccc2oc(CCl)nc2c1)N1CCCC1,264.066555336,2.802600000000001,0,3,46.34,2,0.3018699233624339
O=C(NC1C=CS(=O)(=O)C1)c1ccc2nc(NS(=O)(=O)c3ccc(Cl)cc3)sc2c1,482.9784112279999,2.7910000000000013,2,7,122.29999999999998,5,0.0963541555087037
O=C(c1ccc2[nH]ccc2c1)N1CCC2(CC1)N(Cc1cccc(F)c1)C(=O)CS2=O,439.1365907839999,3.030400000000001,1,3,73.48,3,0.3718933148789701
O=C(Nc1cccnc1N1CCN(S(=O)(=O)c2cccc(Cl)n2)CC1)c1ccc2c(c1)OCO2,501.08736742,2.621900000000001,1,8,113.96000000000002,5,0.2733251868181844
O=C(Nc1cccnc1N1CCN(C(=O)c2cccnc2Cl)CC1)c1ccc2c(c1)OCO2,465.1203818,3.073400000000002,1,7,96.89,4,0.1360468457535756
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccccc1)c1ccc2c(c1)OCO2,464.070989084,5.112000000000004,1,7,78.27000000000001,6,0.0398243775914162
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccc(F)cc1)c1ccc2c(c1)OCO2,482.061567272,5.251100000000004,1,7,78.27000000000001,6,0.0731954417014585
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccc(Cl)cc1)c1ccc2c(c1)OCO2,498.032016732,5.765400000000004,1,7,78.27000000000001,6,0.0710548407595045
O=C(c1ccc2c(c1)OCO2)N(c1ccccc1)C1C=CS(=O)(=O)C1,357.06709358000006,2.3728000000000007,0,5,72.91,3,0.1676593420962651
O=C(c1ccc2c(c1)OCO2)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,375.057671768,2.5119000000000007,0,5,72.91,3,0.1950166818573912
O=C(c1ccc2c(c1)OCO2)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1,391.028121228,3.026200000000002,0,5,72.91,3,0.201716793397253
O=C(c1ccc2c(c1)OCO2)N(Cc1ccco1)Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1,569.1620565839999,5.069600000000005,0,8,103.87,10,0.1163782980590732
O=C(c1ccc2c(c1)OCO2)N(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1)C1CC1,529.1671419639999,4.438800000000004,0,7,90.73000000000002,9,0.1187906645232473
O=C(c1ccc2c(c1)OCO2)N(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1)CC1CCCO1,573.193356712,4.4554000000000045,0,8,99.96,10,0.1630380323266442
O=C(c1ccc2c(c1)OCO2)N(CCN1CCOCC1)Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1,602.2199058080001,3.6086000000000023,0,9,103.2,11,0.1129402013068902
O=C(c1ccc2c(c1)OCO2)N1CCC2(CC1)N(Cc1ccccc1)C(=O)CS2(=O)=O,442.1198574239999,1.8047999999999995,0,6,93.22000000000004,3,0.4036513972387613
O=C(c1ccc2c(c1)OCO2)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2(=O)=O,428.1042073599999,1.8091999999999997,0,6,93.22,2,0.3611060453309056
O=C(NCc1ccccc1F)c1ccc2c(c1)CN(Cc1cccnc1F)CCO2,409.160183352,3.684400000000003,1,4,54.46,5,0.0981620521439553
O=C(NCc1ccccc1F)c1ccc2c(c1)CN(Cc1cccnc1Cl)CCO2,425.130632812,4.198700000000003,1,4,54.46,5,0.0880211458475077
O=C(Nc1cccnc1Cl)c1ccc2c(=O)n3c(nc2c1)CCCCC3,368.104003464,3.423600000000002,1,5,76.88,2,0.1751331435758364
O=C(Nc1cccnc1Cl)c1ccc2c(=O)n3c(nc2c1)CCCC3,354.0883534,3.033500000000001,1,5,76.88,2,0.1524146081246906
O=C(NCc1cccs1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,410.075884436,3.3325000000000022,1,4,66.48,5,0.1244340399685978
O=C(NCc1ccco1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,394.098728056,2.8640000000000017,1,4,79.62,5,0.1002395580223177
O=C(NCc1ccccc1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,404.1194635,3.2710000000000017,1,3,66.48,5,0.1113035960850184
O=C(NCCc1ccccc1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,418.135113564,3.313500000000002,1,3,66.48,6,0.1585915192517138
O=C(NCCCN1CCCC1=O)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,439.15657728,2.0832999999999986,1,4,86.79,7,0.2151189284486005
O=C(NC1CC1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,354.103813436,2.2332,1,3,66.48,4,0.168864659630089
O=C(c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O)N1CCCCC1,382.135113564,2.967100000000001,0,3,57.690000000000005,3,0.1651074654359277
O=C(NCC1CCCO1)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,398.130028184,2.2498,1,4,75.71000000000001,5,0.1606359692651105
O=C(NCc1ccc(Cl)cc1)c1ccc2c(c1)N(Cc1cccc(F)c1)C(=O)CS2=O,456.071069336,4.063500000000002,1,3,66.48,5,0.1441191899500351
O=C(Nc1ccccc1Cl)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CS2=O,442.055419272,4.385800000000003,1,3,66.48,4,0.1579429997209877
O=C(Nc1ccccc1Br)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CS2=O,486.004903692,4.494900000000003,1,3,66.48,4,0.1426711369964818
O=C(Nc1ccc(Br)cc1F)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CS2=O,503.99548188,4.634000000000004,1,3,66.48,4,0.1778634071886916
O=C(NCc1ccccc1Cl)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CS2=O,456.071069336,4.063500000000002,1,3,66.48,5,0.1260956813966793
O=C(NCc1ccc(Cl)cc1)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CS2=O,456.071069336,4.063500000000002,1,3,66.48,5,0.1386040759344602
O=C(NCCN1CCCC1)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CS2=O,429.152240848,2.3057000000000007,1,4,69.72,6,0.2187839815435827
O=C(NC1CCCCCCC1)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)CS2=O,442.172641944,4.322800000000004,1,3,66.48,4,0.2260660919347529
O=C(NCc1cccs1)c1ccc2c(c1)N(Cc1ccc(Cl)cc1)C(=O)CS2=O,444.036912084,3.985900000000002,1,4,66.48,5,0.1497438918058581
O=C(c1ccc(F)c(F)c1)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2(=O)=O,420.095534496,2.3587000000000007,0,4,74.76,2,0.3155711744245311
O=C(c1cc(Cl)cnc1Cl)N1CCN(C(c2ccccc2)c2ccc(Br)cc2)CC1,503.01667972,5.698300000000005,0,3,36.44,4,0.0791165628913864
O=C(c1cc(F)ccc1F)N1CCC2(CC1)N(Cc1cccc(F)c1)C(=O)CS2=O,436.106848128,2.827300000000001,0,3,57.690000000000005,3,0.282589840834574
O=C(c1cc(F)ccc1F)N1CCC2(CC1)N(CC1CC1)C(=O)CS2=O,382.11626994,1.898,0,3,57.690000000000005,3,0.2574051232248898
O=C(c1cc(F)ccc1F)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2(=O)=O,420.095534496,2.3587000000000007,0,4,74.76,2,0.2604731021034118
O=C(c1cc(F)ccc1Cl)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2(=O)=O,436.065983956,2.873000000000001,0,4,74.76,2,0.2676968123835338
O=C1C(=O)N(CCCl)c2ccc(Br)cc21,286.93486824400003,2.2172,0,2,37.38,2,0.1374437534661873
O=C(Nc1ccc(-c2onc3c2CCCC3)cc1)c1cc(F)c(Cl)nc1Cl,405.044710268,5.313600000000003,1,4,68.02000000000001,3,0.1360957603609559
O=C(Nc1cccnc1Cl)c1cnc(N2CCOCC2)c2ccccc12,368.104003464,3.3721000000000023,1,5,67.35000000000001,3,0.1734545705768182
O=c1c2cc3c(=O)n(CC4CO4)c(=O)c3cc2c(=O)n1CC1CO1,328.0695361039999,-1.2899999999999987,0,8,103.2,4,0.1982688553022387
O=C(Nc1ccccc1Sc1nc(Cl)nn1Cc1ccc(F)cc1)c1c(F)cccc1F,474.052894408,5.800600000000005,1,5,59.81,6,0.0750683878601838
