Smiles,MW,logP,H-bond donor,H-bond acceptor,Rotatable bonds,TPSA,Ring counts,Heavy atoms counts,Fraction CSP3,Balaban J Index,pchembl_value
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H]1CCC[C@H]2SC[C@@H](C(=O)N[C@H]3CC(=O)OC3O)N2C1=O,0.1826119115870016,0.38109381013719645,0.16129032258064516,0.22857142857142854,0.10606060606060606,0.194197168047021,0.1875,0.17307692307692307,0.6842105263157895,0.25451640594819935,0.38732394366197187
CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(C)(=O)=O)C(C)C,0.09496205942969033,0.498350363631912,0.06451612903225806,0.08571428571428572,0.12121212121212122,0.08829281325140259,0.0,0.08333333333333333,0.8333333333333334,0.716284662664587,0.15211267605633805
C#CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC,0.2581688278612574,0.5664493106677951,0.16129032258064516,0.19999999999999998,0.2727272727272727,0.19089500400748052,0.125,0.2628205128205128,0.6470588235294118,0.3408798098530017,0.11267605633802813
C/C(=N\N=C(\N)S)c1ccccc1Br,0.08582688045604554,0.5930170213996642,0.06451612903225806,0.02857142857142857,0.030303030303030304,0.04383649479027516,0.0625,0.05128205128205128,0.1111111111111111,0.45137624337246585,0.05774647887323947
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H]1CC(=O)OC1O,0.16499406642354378,0.5156365060190016,0.0967741935483871,0.1714285714285714,0.10606060606060606,0.13310179000801492,0.1875,0.16666666666666666,0.5454545454545454,0.2389818362687709,0.2901408450704225
O=C(CN1CCCC[C@H](NC(=O)OCc2ccccc2)C1=O)N[C@H]1CC(=O)OC1O,0.1523258355324596,0.48740469818217197,0.0967741935483871,0.1714285714285714,0.09090909090909091,0.13310179000801492,0.1875,0.15384615384615383,0.5,0.2250307578563505,0.10985915492957743
N/C(S)=N/N=C/c1ccc(-c2cccc(Cl)c2)o1,0.0892502018499754,0.6268684940588604,0.06451612903225806,0.05714285714285715,0.045454545454545456,0.057878706919583196,0.125,0.07692307692307691,0.0,0.3310749835697221,0.2605633802816901
C/C(=N\N=C(\N)S)c1ccc(Br)s1,0.08854937151052425,0.5957534377620991,0.06451612903225806,0.05714285714285715,0.030303030303030304,0.04383649479027516,0.0625,0.044871794871794865,0.14285714285714285,0.4272380964187063,0.05915492957746471
CN(Cc1ccc(S(=O)(=O)C(F)(F)F)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1,0.1618127843736511,0.6356383747911521,0.0,0.08571428571428572,0.07575757575757576,0.06950574405557038,0.1875,0.15384615384615383,0.3,0.248859223156178,0.05211267605633807
N/C(S)=N/N=C/c1ccc(-c2ccc(Br)cc2)o1,0.10932275946527376,0.631722852191245,0.06451612903225806,0.05714285714285715,0.045454545454545456,0.057878706919583196,0.125,0.07692307692307691,0.0,0.32675724589896993,0.2183098591549295
C/C(=N\N=C(\N)S)c1cccc(Br)c1,0.08582688045604554,0.5930170213996642,0.06451612903225806,0.02857142857142857,0.030303030303030304,0.04383649479027516,0.0625,0.05128205128205128,0.1111111111111111,0.4422213013825012,0.23943661971830987
C/C(=N\N=C(\N)S)c1cccc(C(F)(F)F)c1,0.08090526327197459,0.6044209809718933,0.06451612903225806,0.02857142857142857,0.030303030303030304,0.04383649479027516,0.0625,0.07051282051282051,0.2,0.46292938008001466,0.2492957746478872
NC(=S)N1CCC(c2cccc(Br)c2)=N1,0.09125063896580568,0.5789967808174971,0.03225806451612903,0.02857142857142857,0.015151515151515152,0.034090301896874155,0.125,0.05769230769230768,0.2,0.3394351661440182,0.23943661971830987
CC1CN(C(=N)S)N=C1c1ccc(Cl)c(Cl)c1,0.0930663856120254,0.641790639676256,0.06451612903225806,0.02857142857142857,0.015151515151515152,0.03177130643868554,0.125,0.07051282051282051,0.2727272727272727,0.3543058201959259,0.304225352112676
N/C(S)=N/N=C/c1ccc(-c2ccc(Cl)cc2)o1,0.0892502018499754,0.6268684940588604,0.06451612903225806,0.05714285714285715,0.045454545454545456,0.057878706919583196,0.125,0.07692307692307691,0.0,0.32675724589896993,0.21408450704225346
Cn1c(/C=N/N=C(/N)S)cc2ccccc21,0.06782791363891709,0.5636105567828624,0.06451612903225806,0.05714285714285715,0.030303030303030304,0.04910499599251936,0.125,0.0641025641025641,0.09090909090909091,0.36366832319735976,0.07746478873239426
CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC,0.2536554262872792,0.5836553628198865,0.16129032258064516,0.19999999999999998,0.2727272727272727,0.19089500400748052,0.125,0.2564102564102564,0.696969696969697,0.3409137988758764,0.10563380281690138
CC/C(=N\N=C(\N)S)c1cccc(C(F)(F)F)c1,0.08723937871751664,0.6217783146789813,0.06451612903225806,0.02857142857142857,0.045454545454545456,0.04383649479027516,0.0625,0.07692307692307691,0.2727272727272727,0.47424994374429097,0.3239436619718309
CC1CN(C(=N)S)N=C1c1cccc(Br)c1,0.0975847544113477,0.6175722425043311,0.06451612903225806,0.02857142857142857,0.015151515151515152,0.03177130643868554,0.125,0.0641025641025641,0.2727272727272727,0.3508320769670228,0.2957746478873239
CCCCCC/N=C(\S)N1CCC(c2cccc(Br)c2)=N1,0.129255331639058,0.6956838037522265,0.03225806451612903,0.02857142857142857,0.09090909090909091,0.019492385786802027,0.125,0.09615384615384615,0.5,0.28799158615602616,0.11971830985915488
CN(Cc1ccc([S+]([O-])C(F)(F)F)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1,0.15458818089370333,0.6504951133832995,0.0,0.05714285714285715,0.07575757575757576,0.05766497461928933,0.1875,0.14743589743589744,0.3,0.24255717737936128,0.00845070422535199
C=CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC,0.2590791847970393,0.5910459117272111,0.16129032258064516,0.19999999999999998,0.2878787878787879,0.19089500400748052,0.125,0.2628205128205128,0.6470588235294118,0.3406723338588059,0.08028169014084507
CC(C)[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@H](C)C=O,0.1121125338448673,0.5224753221963391,0.06451612903225806,0.08571428571428572,0.10606060606060606,0.08829281325140259,0.0625,0.10256410256410256,0.42857142857142855,0.4453129626088053,0.16901408450704225
COc1ccc2ccccc2c1/C=N/N=C(/N)S,0.08003012847954137,0.5934263714896544,0.06451612903225806,0.05714285714285715,0.045454545454545456,0.05370024044883782,0.125,0.07692307692307691,0.07692307692307693,0.38694695800557233,0.176056338028169
CC(C)[C@H](NS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](C=O)Cc1ccccc1,0.1609575184825941,0.6220052370114759,0.06451612903225806,0.08571428571428572,0.13636363636363635,0.08829281325140259,0.1875,0.16025641025641024,0.25,0.2649145030511366,0.4014084507042254
NC(=S)N1CCC(c2ccc(Cl)c(Cl)c2)=N1,0.08673227016648337,0.603215177989422,0.03225806451612903,0.02857142857142857,0.015151515151515152,0.034090301896874155,0.125,0.0641025641025641,0.2,0.34344930373150906,0.3126760563380281
C[C@@H](NC(=O)N1C(=O)C[C@@H]1Cc1ccccc1)c1ccccc1,0.10217808315677113,0.6323146300387311,0.03225806451612903,0.02857142857142857,0.06060606060606061,0.042415174993320856,0.1875,0.10897435897435898,0.2631578947368421,0.24397564227275528,0.05633802816901412
Cc1ccc(CN(C)C(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1,0.10851219860231318,0.6363022338501364,0.0,0.02857142857142857,0.06060606060606061,0.03302164039540475,0.1875,0.11538461538461539,0.3,0.24555935351315192,0.007042253521126751
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@H]1CC(=O)OC1O,0.15323619246824152,0.49399879419701537,0.12903225806451613,0.1714285714285714,0.12121212121212122,0.14249532460593103,0.125,0.15384615384615383,0.5,0.2778256258195873,0.30845070422535226
O=C1C[C@H](NC(=O)[C@@H]2CCC[C@@H]3CCC[C@H](NC(=O)OCc4ccccc4)C(=O)N32)C(O)O1,0.17041782493330387,0.5283886512136987,0.0967741935483871,0.1714285714285714,0.07575757575757576,0.13310179000801492,0.25,0.17307692307692307,0.5652173913043478,0.20995672209460012,0.343661971830986
Cc1csc2nc([C@H](C)NC(=O)/C=C(\Sc3ccccc3)c3ccccc3)oc(=O)c12,0.16548220920508155,0.7332158676553353,0.03225806451612903,0.14285714285714285,0.09090909090909091,0.06676997061180868,0.25,0.16025641025641024,0.125,0.23727763494745027,0.2605633802816901
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)O,0.2671942763113928,0.5420395868233747,0.1935483870967742,0.22857142857142854,0.2878787878787879,0.2307560780122895,0.125,0.2692307692307693,0.6666666666666666,0.34043793399455863,0.23098591549295766
CC(C)[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@@H](C=O)Cc1c[nH]c2ccccc12,0.164103578389138,0.5982985274520387,0.0967741935483871,0.08571428571428572,0.13636363636363635,0.10516697835960455,0.1875,0.16025641025641024,0.2727272727272727,0.26126148727892445,0.3718309859154928
CN(Cc1cccc([N+](=O)[O-])c1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1,0.12249719577551041,0.6184946150440592,0.0,0.08571428571428572,0.07575757575757576,0.07912369756879505,0.1875,0.1282051282051282,0.2631578947368421,0.2492331165703822,0.022535211267605604
Cc1ccc(S(=O)(=O)N[C@H](C(=O)N[C@@H](C=O)Cc2ccccc2)C(C)C)cc1,0.14468624295331364,0.5844171099438683,0.06451612903225806,0.08571428571428572,0.13636363636363635,0.08829281325140259,0.125,0.14102564102564102,0.3333333333333333,0.31831542683897607,0.38732394366197187
O=C1C[C@H](Cc2ccccc2)N1C(=O)Nc1ccc(F)cc1,0.09763352353290747,0.6278829703688363,0.03225806451612903,0.02857142857142857,0.045454545454545456,0.042415174993320856,0.1875,0.10256410256410256,0.17647058823529413,0.24805180297750978,0.06056338028169006
CC(C)c1ccc(CN(C)C(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1,0.12118042949339727,0.6725644225827754,0.0,0.02857142857142857,0.07575757575757576,0.03302164039540475,0.1875,0.1282051282051282,0.36363636363636365,0.24321985794752055,0.026760563380281766
CN(Cc1ccc(SC(F)(F)F)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1,0.14736357741375555,0.6943000224697593,0.0,0.05714285714285715,0.07575757575757576,0.03302164039540475,0.1875,0.14102564102564102,0.3,0.2392320804704072,0.022535211267605604
C[C@@H](C(=O)N[C@H]1CC(=O)OC1O)N1CCCC[C@H](NC(=O)OCc2ccccc2)C1=O,0.15865995097800165,0.5046908405692614,0.0967741935483871,0.1714285714285714,0.09090909090909091,0.13310179000801492,0.1875,0.16025641025641024,0.5238095238095238,0.23358555809196466,0.24366197183098592
C=CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C,0.2834443282414759,0.4043199782866448,0.25806451612903225,0.2571428571428571,0.3181818181818182,0.29257814587229486,0.0625,0.28205128205128205,0.65625,0.4713477418779272,0.19436619718309855
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](CCCCN)C(=O)O,0.2993110006881865,0.5641800873428491,0.22580645161290322,0.2571428571428571,0.3484848484848485,0.25856265028052355,0.125,0.3012820512820513,0.7027027027027027,0.34080297859454506,0.015492957746478853
CC(C)C[C@H](NS(=O)(=O)c1ccc(F)cc1)C(=O)N[C@@H](C=O)CC(C)C,0.13744899562703558,0.5854929887673428,0.06451612903225806,0.08571428571428572,0.15151515151515152,0.08829281325140259,0.0625,0.1282051282051282,0.5555555555555556,0.4446037876663705,0.2661971830985915
C/C(=N\N=C(\N)S)c1ccc(Cl)s1,0.0684768138952259,0.5908990796297144,0.06451612903225806,0.05714285714285715,0.030303030303030304,0.04383649479027516,0.0625,0.044871794871794865,0.14285714285714285,0.4272380964187063,0.10140845070422533
CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)C(C)C,0.1455965998890955,0.6132576035666836,0.06451612903225806,0.08571428571428572,0.13636363636363635,0.08829281325140259,0.125,0.14102564102564102,0.42857142857142855,0.3348398695395109,0.4225352112676056
N=C(S)N/N=C/c1cccc(C(F)(F)F)c1,0.07457114782643252,0.596392824804834,0.0967741935483871,0.02857142857142857,0.030303030303030304,0.041164841036601646,0.0625,0.0641025641025641,0.1111111111111111,0.42494943080589603,0.18591549295774645
CC/C(=N\N=C(/S)Nc1ccc(C(F)(F)F)cc1)c1cccc(Br)c1,0.15722939007891576,0.7515200459184006,0.06451612903225806,0.02857142857142857,0.06060606060606061,0.028885920384718135,0.125,0.12179487179487178,0.17647058823529413,0.318342602865144,0.11267605633802813
O=C1C[C@H](Cc2ccccc2)N1C(=O)NC1CCCCC1,0.09224092307303275,0.6132487046516838,0.03225806451612903,0.02857142857142857,0.045454545454545456,0.042415174993320856,0.1875,0.09615384615384615,0.5294117647058824,0.23591405535860238,0.011267605633802802
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]1CC(=O)OC1O)C(C)C,0.16361814500324243,0.3680435512900063,0.1935483870967742,0.19999999999999998,0.15151515151515152,0.20359070264493712,0.0625,0.16025641025641024,0.6666666666666666,0.4136140995070972,0.18028169014084505
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]1CC(=O)OC1O)C(C)C,0.16361814500324243,0.3680435512900063,0.1935483870967742,0.19999999999999998,0.15151515151515152,0.20359070264493712,0.0625,0.16025641025641024,0.6666666666666666,0.4136140995070972,0.29999999999999993
O=C1C[C@H](NC(=O)[C@@H]2CS[C@@H]3CCC[C@H](NC(=O)OCc4ccccc4)C(=O)N32)C(O)O1,0.1722299590520007,0.5070490530442054,0.0967741935483871,0.19999999999999998,0.07575757575757576,0.13310179000801492,0.25,0.16666666666666666,0.5238095238095238,0.20555396117512534,0.2535211267605634
CC(C)[C@H](NS(=O)(=O)c1ccc(Cl)cc1)C(=O)N[C@@H](C=O)Cc1ccccc1,0.15390631632374763,0.5997668484270039,0.06451612903225806,0.08571428571428572,0.13636363636363635,0.08829281325140259,0.125,0.14102564102564102,0.3,0.3183154268389762,0.4014084507042254
N/C(S)=N/N=C/c1cc(Cl)cc(Cl)c1,0.07497439621118117,0.5998780848645012,0.06451612903225806,0.02857142857142857,0.030303030303030304,0.04383649479027516,0.0625,0.05128205128205128,0.0,0.43038353932731627,0.176056338028169
CC1CN(C(=N)S)N=C1c1cccc(C(F)(F)F)c1,0.09266313722727676,0.6289762020765604,0.06451612903225806,0.02857142857142857,0.015151515151515152,0.03177130643868554,0.125,0.08333333333333333,0.3333333333333333,0.35625060625791444,0.3380281690140846
CN(Cc1ccc(Cl)cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1,0.11773227197274719,0.651651972333272,0.0,0.02857142857142857,0.06060606060606061,0.03302164039540475,0.1875,0.11538461538461539,0.2631578947368421,0.24555935351315197,0.022535211267605604
N/C(S)=N/N=C/c1ccc(Cl)c(Cl)c1,0.07497439621118117,0.5998780848645012,0.06451612903225806,0.02857142857142857,0.030303030303030304,0.04383649479027516,0.0625,0.05128205128205128,0.0,0.4249902909692601,0.18873239436619715
O=C1C[C@H](Cc2ccccc2)N1C(=O)NCc1cccnc1,0.09629011486031264,0.5804339555899629,0.03225806451612903,0.05714285714285715,0.06060606060606061,0.056190221747261536,0.1875,0.10256410256410256,0.23529411764705882,0.23631099054001764,0.0
CN(Cc1ccc([N+](=O)[O-])cc1)C(=O)N1C(=O)C[C@@H]1Cc1ccccc1,0.12249719577551041,0.6184946150440592,0.0,0.08571428571428572,0.07575757575757576,0.07912369756879505,0.1875,0.1282051282051282,0.2631578947368421,0.24448005187404287,0.11549295774647894
CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](C)C(=O)O,0.2735283917569349,0.5593257292104643,0.1935483870967742,0.22857142857142854,0.2878787878787879,0.2307560780122895,0.125,0.27564102564102566,0.6764705882352942,0.34210232326902984,0.12535211267605628
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)O,0.28344161884583385,0.5529496566131157,0.1935483870967742,0.22857142857142854,0.30303030303030304,0.2307560780122895,0.125,0.28205128205128205,0.6666666666666666,0.3482110802616476,0.3126760563380281
CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,0.13111488018149348,0.5681356550602549,0.06451612903225806,0.08571428571428572,0.13636363636363635,0.08829281325140259,0.0625,0.12179487179487178,0.5294117647058824,0.44086105416860943,0.43943661971830983
CC(C)C[C@H](C=O)NC(=O)[C@@H](NS(=O)(=O)c1ccc(F)cc1)C(C)C,0.13111488018149348,0.5681356550602549,0.06451612903225806,0.08571428571428572,0.13636363636363635,0.08829281325140259,0.0625,0.12179487179487178,0.5294117647058824,0.44086105416860943,0.29718309859154923
COc1ccc(NC(=O)N2C(=O)C[C@@H]2Cc2ccccc2)cc1,0.1030685711911768,0.6220764283314741,0.03225806451612903,0.05714285714285715,0.06060606060606061,0.052278920651883505,0.1875,0.10897435897435898,0.2222222222222222,0.24575638232897298,0.05774647887323947
