SMILES,MW,logP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,Smiles,Ring counts,Heavy atoms counts,Fraction CSP3,Balaban J Index
CCCNC(=O)c1ccc(CSc2nc(Cl)cc(N3CCN(C)CC3)n2)cc1,419.15465913199995,3.313900000000002,1.0,6.0,61.36000000000001,7.0,,,,,
CCCNC(=O)c1ccc(Cn2c(=O)c3cc(OC)c(OC)cc3n(Cc3cc(C=O)ccc3OC)c2=O)cc1,545.2162003319999,3.2379000000000016,1.0,9.0,117.86,11.0,,,,,
CCCNC(=O)c1c(/C=C(/O)c2ccccc2)nc(-c2ccccc2)c(C#N)c1C,397.179026976,5.124600000000004,2.0,4.0,86.01,6.0,,,,,
CCCNC(=O)c1ccc(S(=O)(=O)c2ccc(OC)cc2)c([N+](=O)[O-])c1,378.088557296,2.5760000000000005,1.0,6.0,115.61,7.0,,,,,
CCCNC(=O)c1ccc(S(=O)(=O)CC(=O)OCC)c([N+](=O)[O-])c1,358.083471916,1.0713999999999995,1.0,7.0,132.67999999999998,8.0,,,,,
CCCNC(=O)c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2=O,356.1194635,2.4808000000000003,1.0,3.0,66.48,5.0,,,,,
CCCNC(=O)c1c(Cl)nc(Cl)c(Cl)c1Cl,299.93907359599996,3.835000000000001,1.0,2.0,41.99,3.0,,,,,
CCCNC(=O)Nc1cccc(-c2noc(/C=C/c3cccs3)n2)c1,354.115046816,4.500000000000003,2.0,5.0,80.05000000000001,6.0,,,,,
CCCNC(=O)Nc1cccc(-c2noc(/C=C/c3ccccc3Cl)n2)c1,382.119653528,5.091900000000003,2.0,4.0,80.05000000000001,6.0,,,,,
CCCNC(=O)Nc1cccc(-c2noc(/C=C/c3ccco3)n2)c1,338.13789043599996,4.031500000000002,2.0,5.0,93.19,6.0,,,,,
CCCNC(=O)Nc1cccc(-c2noc(/C=C/c3ccccc3)n2)c1,348.15862588,4.438500000000003,2.0,4.0,80.05000000000001,6.0,,,,,
CCCNC(=O)Nc1cccc(-c2noc(/C=C/c3ccc(C)cc3)n2)c1,362.174275944,4.746920000000004,2.0,4.0,80.05000000000001,6.0,,,,,
CCCNC(=O)Nc1ccccc1Sc1nnc(Br)n1Cc1ccc(F)cc1,463.047771548,4.910700000000003,2.0,5.0,71.84,7.0,,,,,
CCCNC(=O)Nc1ccc(-c2noc(/C=C/c3ccccc3)n2)cc1,348.15862588,4.438500000000003,2.0,4.0,80.05000000000001,6.0,,,,,
CCCNC(=O)Nc1ccc(-c2noc(/C=C/c3ccc(C)cc3)n2)cc1,362.174275944,4.746920000000004,2.0,4.0,80.05000000000001,6.0,,,,,
CCCNC(=O)Nc1ccc(-c2noc(/C=C/c3ccccc3Cl)n2)cc1,382.119653528,5.091900000000003,2.0,4.0,80.05000000000001,6.0,,,,,
CCCNC(=O)Nc1ccc2nc(S(=O)(=O)CCC)sc2c1,341.086783468,3.0115000000000016,2.0,5.0,88.16,6.0,,,,,
CCCNC(=O)Nc1ccc2nc(S(=O)(=O)CC(C)C)sc2c1,355.102433532,3.257500000000002,2.0,5.0,88.16,6.0,,,,,
CCCNC(=O)Nc1ccc2nc(S(C)(=O)=O)sc2c1,313.05548334,2.2313,2.0,5.0,88.16,4.0,,,,,
CCCNC(=O)Nc1ccc2nc(S(=O)(=O)C(C)C)sc2c1,341.086783468,3.009900000000002,2.0,5.0,88.16,5.0,,,,,
CCCNC(=O)N1CCC2(CC1)N(Cc1cccc(F)c1)C(=O)CS2=O,381.152240848,1.8282999999999998,1.0,3.0,69.72,4.0,,,,,
CCCNC(=O)N1CCC2(CC1)N(C1CCCC1)C(=O)CS2=O,341.17731272400005,1.431599999999999,1.0,3.0,69.72,3.0,,,,,
CCCNC(=O)N1CCC2(CC1)N(c1ccccc1)C(=O)CS2=O,349.14601259600005,1.6935999999999993,1.0,3.0,69.72,3.0,,,,,
CCCNC(=O)Cn1c(/C=C/c2ccccc2)nc2ccccc21,319.168462292,3.7329000000000025,1.0,3.0,46.92,6.0,,,,,
CCCNC(=O)Cc1cccc(N(Cc2ccccc2)C(=O)/C=C/c2ccccc2)c1,412.215078136,5.0019000000000045,1.0,2.0,49.410000000000004,9.0,,,,,
CCCNC(=O)Cc1cccc(N(Cc2ccc(C)cc2)C(=O)/C=C/c2ccccc2)c1,426.2307282,5.310320000000005,1.0,2.0,49.410000000000004,9.0,,,,,
CCCNC(=O)Cc1ccc(N(Cc2ccccc2)C(=O)/C=C/c2ccccc2)cc1,412.215078136,5.001900000000005,1.0,2.0,49.410000000000004,9.0,,,,,
CCCNC(=O)Cc1ccc(N(Cc2cccc(F)c2)C(=O)/C=C/c2ccccc2)cc1,430.205656324,5.1410000000000045,1.0,2.0,49.410000000000004,9.0,,,,,
CCCNC(=O)Cc1ccc(N(Cc2cccc(C)c2)C(=O)/C=C/c2ccccc2)cc1,426.2307282,5.310320000000005,1.0,2.0,49.410000000000004,9.0,,,,,
CCCNC(=O)Cc1ccc(-n2c(=O)c3ccccc3n(Cc3cc(C=O)ccc3OC)c2=O)cc1,485.195070964,3.0905000000000014,1.0,7.0,99.4,9.0,,,,,
CCCNC(=O)CSc1nc(Cl)cc(N2CCN(C(=O)Nc3cccc(Cl)c3)C(C)C2)n1,496.12150043199995,4.144300000000004,2.0,6.0,90.46000000000001,7.0,,,,,
CCCNC(=O)CSc1[nH]c(-c2ccccc2)nc1S(=O)(=O)c1ccccc1,415.102433532,3.5278000000000027,2.0,5.0,91.92,8.0,,,,,
CCCNC(=O)CSc1[nH]c(-c2ccc(C)cc2)nc1S(=O)(=O)c1ccccc1,429.118083596,3.8362200000000026,2.0,5.0,91.92,8.0,,,,,
CC#CC(=O)N1CCN(CC(=O)NCCC)CC1,251.163376912,-0.31989999999999874,1.0,3.0,52.650000000000006,4.0,,,,,
C#CC(=O)N1CCN(CC(=O)NCCC)CC1,237.147726848,-0.7099999999999984,1.0,3.0,52.650000000000006,4.0,,,,,
CCCNC(=O)CN1CC1C(=O)NCCC,227.163376912,-0.2769999999999997,2.0,3.0,61.21,7.0,,,,,
CCCNC(=O)CCCCn1c(=O)c2ccccc2n(Cc2cc(C=O)ccc2OC)c1=O,451.210721028,2.7291000000000007,1.0,7.0,99.4,11.0,,,,,
CCCNC(=O)C1CCC(Cn2c(=O)c3sccc3n(Cc3cc(C=O)ccc3OC)c2=O)CC1,497.198442092,3.426700000000002,1.0,8.0,99.39999999999999,9.0,,,,,
CCCNC(=O)/C=C/c1ccc2c(c1)OCO2,233.10519334,1.9546999999999999,1.0,3.0,47.56,4.0,,,,,
CCCNC(=O)/C(=C/c1ccccc1)c1ccccc1,265.146664228,3.7534000000000027,1.0,1.0,29.1,5.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccco1,365.173941596,3.551300000000002,2.0,4.0,76.27000000000001,7.0,,,,,
CCCNC(=O)/C(=C/c1cn(C)c2ccccc12)NC(=O)c1ccco1,351.158291532,3.0684000000000013,2.0,4.0,76.27000000000001,6.0,,,,,
CCCNC(=O)/C(=C\c1ccc(-c2cccc([N+](=O)[O-])c2)o1)NC(=O)c1ccccc1,419.1481207720001,4.151900000000003,2.0,5.0,114.47999999999999,8.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccccc1,375.19467704,3.958300000000003,2.0,3.0,63.13,7.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1ccccc1,454.167476312,2.5928999999999993,2.0,5.0,100.50999999999999,8.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccc(C)cc1,389.210327104,4.266720000000004,2.0,3.0,63.13,7.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1ccc(C)cc1,468.183126376,2.901320000000001,2.0,5.0,100.50999999999999,8.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccccc1OC,405.205241724,3.9669000000000034,2.0,4.0,72.36,8.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1ccccc1OC,484.178040996,2.6015000000000006,2.0,6.0,109.74,9.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccccc1F,393.18525522799996,4.097400000000004,2.0,3.0,63.13,7.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1ccccc1F,472.15805450000005,2.732000000000001,2.0,5.0,100.50999999999999,8.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccccc1Cl,409.155704688,4.611700000000004,2.0,3.0,63.13,7.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1ccccc1Cl,488.12850396000005,3.2463000000000024,2.0,5.0,100.50999999999999,8.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1cc(OC)c(OC)c(OC)c1,465.22637109199997,3.9841000000000033,2.0,6.0,90.82000000000001,10.0,,,,,
CCCNC(=O)/C(=C/c1cn(C)c2ccccc12)NC(=O)c1cc(OC)c(OC)c(OC)c1,451.21072102799997,3.5012000000000025,2.0,6.0,90.82000000000001,9.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1cc(OC)c(OC)c(OC)c1,544.1991703639999,2.6187000000000005,2.0,8.0,128.2,11.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccc(OC)cc1,405.20524172399996,3.9669000000000034,2.0,4.0,72.36,8.0,,,,,
CCCNC(=O)/C(=C/c1ccco1)NC(=O)c1ccc(OC)cc1,328.14230712,2.585300000000001,2.0,4.0,80.57000000000001,7.0,,,,,
CCCNC(=O)/C(=C/c1ccc(-c2cccc(Cl)c2)o1)NC(=O)c1ccc(OC)cc1,438.134634896,4.905700000000004,2.0,4.0,80.57000000000001,8.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1ccc(OC)cc1,484.178040996,2.6015000000000006,2.0,6.0,109.74,9.0,,,,,
CCCNC(=O)/C(=C/c1cn(CC)c2ccccc12)NC(=O)c1ccc(OC)c(OC)c1,435.215806408,3.975500000000003,2.0,5.0,81.59,9.0,,,,,
CCCNC(=O)/C(=C/c1cn(S(=O)(=O)N(C)C)c2ccccc12)NC(=O)c1ccc(OC)c(OC)c1,514.1886056799999,2.6101,2.0,7.0,118.97,10.0,,,,,
CCCNC(=O)/C(C)=C/c1ccccc1,203.131014164,2.616100000000001,1.0,1.0,29.1,4.0,,,,,
CCCN1/C(=C/c2ccc3cc(C)ccc3[n+]2CCC)Sc2ccc(OC)cc21,405.19951096809,6.175020000000005,0.0,3.0,16.35,6.0,,,,,
CCCN1C(=O)COc2ccc(-c3noc(/C=C/c4cccs4)n3)cc21,367.09906240400005,4.103900000000003,0.0,6.0,68.46000000000001,5.0,,,,,
CCCN1C(=O)COc2ccc(-c3noc(/C=C/c4ccco4)n3)cc21,351.12190602400005,3.6354000000000024,0.0,6.0,81.6,5.0,,,,,
CCCN1C(=O)COc2ccc(-c3noc(/C=C/c4ccccc4)n3)cc21,361.142641468,4.042400000000003,0.0,5.0,68.46000000000001,5.0,,,,,
CCCN1C(=O)COc2ccc(-c3noc(/C=C/c4ccc(C)cc4)n3)cc21,375.158291532,4.350820000000003,0.0,5.0,68.46000000000001,5.0,,,,,
CCCN1C(=O)COc2ccc(-c3noc(/C=C/c4ccccc4OC)n3)cc21,391.153206152,4.051000000000003,0.0,6.0,77.69000000000001,6.0,,,,,
CCCN1C(=O)COc2ccc(-c3noc(/C=C/c4ccc(OC)cc4)n3)cc21,391.153206152,4.051000000000003,0.0,6.0,77.69000000000001,6.0,,,,,
CCCN1C(=O)COc2ccc(-c3csc(NC(=O)/C=C/c4ccc(OCC)c(OC)c4)n3)cc21,493.1671419639999,5.004700000000005,1.0,7.0,89.99000000000001,9.0,,,,,
CCCN1CCN(CCCNC(=O)c2cc3c(Cl)nc4ccccc4c3s2)CC1,430.159410164,4.2504000000000035,1.0,5.0,48.470000000000006,7.0,,,,,
CCCN1CCN(CCCNC(=O)c2cc3c(Cl)nc4ccc(C)cc4c3s2)CC1,444.175060228,4.558820000000004,1.0,5.0,48.470000000000006,7.0,,,,,
CCCN1CCN(CCCNC(=O)CCCn2sc3ccccc3c2=O)CC1,404.22459726399995,2.3770999999999995,1.0,6.0,57.58,10.0,,,,,
C=CC(=O)NCCCN1CCN(CCC)CC1,239.19976241999998,0.7063000000000004,1.0,3.0,35.58,7.0,,,,,
CC#CC(=O)NCCCN1CCN(CCC)CC1,251.19976241999998,0.5436000000000003,1.0,3.0,35.58,6.0,,,,,
CCCN/C(C)=C/c1nsc(Nc2ccc(Cl)c(Cl)c2)n1,342.047272872,4.948900000000002,2.0,5.0,49.84,6.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)c4ccc(Cl)nc4)CC3)ccc21,480.06927483199996,2.668100000000001,0.0,7.0,92.58000000000001,5.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)/C=C/c4cccs4)CC3)ccc21,477.085069216,3.0808000000000018,0.0,7.0,79.69,6.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)/C=C/c4ccco4)CC3)ccc21,461.10791283599997,2.6123000000000003,0.0,7.0,92.82999999999998,6.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)/C=C/c4ccccc4)CC3)ccc21,471.12864828,3.019300000000001,0.0,6.0,79.69,6.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)/C=C/c4ccc(C)cc4)CC3)ccc21,485.144298344,3.327720000000002,0.0,6.0,79.69,6.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)/C=C/c4ccccc4OC)CC3)ccc21,501.13921296399997,3.0279000000000016,0.0,7.0,88.92,7.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)/C=C/c4ccccc4Cl)CC3)ccc21,505.08967592799996,3.6727000000000025,0.0,6.0,79.69,6.0,,,,,
CCCn1c(=O)sc2cc(S(=O)(=O)N3CCN(C(=O)/C=C/c4ccc(OC)cc4)CC3)ccc21,501.13921296399997,3.0279000000000016,0.0,7.0,88.92,7.0,,,,,
CCCN1C(=O)c2ccccc2Sc2cc(-c3noc(/C=C/c4cccs4)n3)ccc21,445.091868848,6.489900000000004,0.0,6.0,59.230000000000004,5.0,,,,,
CCCn1c(=O)c(C)nc2cc(-c3noc(/C=C/c4cccs4)n3)ccc21,378.11504681599996,4.3968200000000035,0.0,7.0,73.81,5.0,,,,,
CCCN1C(=O)c2ccccc2Sc2cc(-c3noc(/C=C/c4ccco4)n3)ccc21,429.114712468,6.021400000000004,0.0,6.0,72.37,5.0,,,,,
CCCn1c(=O)[nH]c2cc(-c3noc(/C=C/c4ccco4)n3)ccc21,336.12224037199996,3.5530000000000026,1.0,6.0,89.85000000000001,5.0,,,,,
CCCN1C(=O)c2ccccc2Sc2cc(-c3noc(/C=C/c4ccccc4)n3)ccc21,439.135447912,6.428400000000005,0.0,5.0,59.230000000000004,5.0,,,,,
CCCn1c(=O)c(=O)[nH]c2cc(-c3noc(/C=C/c4cccc(Cl)c4)n3)ccc21,408.098918084,3.973600000000003,1.0,6.0,93.78,5.0,,,,,
CCCN1C(=O)c2ccccc2Sc2cc(-c3noc(/C=C/c4ccc(C)cc4)n3)ccc21,453.151097976,6.736820000000005,0.0,5.0,59.230000000000004,5.0,,,,,
CCCn1c(=O)[nH]c2cc(-c3noc(/C=C/c4ccc(C)cc4)n3)ccc21,360.15862588,4.268420000000003,1.0,5.0,76.71000000000001,5.0,,,,,
CCCn1c(=O)c(C)nc2cc(-c3noc(/C=C/c4ccccc4OC)n3)ccc21,402.16919056399996,4.343920000000003,0.0,7.0,83.04,6.0,,,,,
CCCn1c(=O)[nH]c2cc(-c3noc(/C=C/c4ccccc4OC)n3)ccc21,376.15354049999996,3.968600000000003,1.0,6.0,85.94000000000001,6.0,,,,,
CCCN1C(=O)c2ccccc2Sc2cc(-c3noc(/C=C/c4ccccc4Cl)n3)ccc21,473.09647556,7.081800000000005,0.0,5.0,59.230000000000004,5.0,,,,,
CCCn1c(=O)c(=O)[nH]c2cc(-c3noc(/C=C/c4ccccc4Cl)n3)ccc21,408.098918084,3.973600000000003,1.0,6.0,93.78,5.0,,,,,
CCCn1c(=O)[nH]c2cc(-c3noc(/C=C/c4ccccc4Cl)n3)ccc21,380.104003464,4.613400000000003,1.0,5.0,76.71000000000001,5.0,,,,,
CCCn1c(=O)c(C)nc2cc(-c3noc(/C=C/c4ccc(OC)cc4)n3)ccc21,402.16919056399996,4.343920000000004,0.0,7.0,83.04,6.0,,,,,
CCCn1c(=O)[nH]c2cc(-c3noc(/C=C/c4ccc(OC)cc4)n3)ccc21,376.15354049999996,3.968600000000003,1.0,6.0,85.94000000000001,6.0,,,,,
CCCN1C(=O)c2ccccc2Sc2cc(-c3noc(/C=C/c4ccc(OC)c(OC)c4)n3)ccc21,499.15657727999996,6.445600000000006,0.0,7.0,77.69000000000001,7.0,,,,,
CCCn1c(=O)c(C)nc2cc(-c3noc(/C=C/c4ccc(OC)c(OC)c4)n3)ccc21,432.17975524799994,4.352520000000004,0.0,8.0,92.27000000000001,7.0,,,,,
CCCn1c(=O)[nH]c2cc(-c3noc(/C=C/c4ccc(OC)c(OC)c4)n3)ccc21,406.16410518399994,3.9772000000000034,1.0,7.0,95.17000000000002,7.0,,,,,
CCCN1C(=O)c2ccccc2Sc2ccc(NC(=O)C(C)Cl)cc21,374.085576528,4.773800000000004,1.0,3.0,49.410000000000004,4.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCCC1)c1ccc(C)cc1,378.207405912,4.352520000000004,1.0,2.0,49.410000000000004,7.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCCC1)c1ccc(F)cc1,382.182334036,4.183200000000003,1.0,2.0,49.410000000000004,7.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCCC1)c1ccc(Cl)cc1,398.152783496,4.697500000000004,1.0,2.0,49.410000000000004,7.0,,,,,
CCCOc1ccc(C(C(=O)NC2CCCCCC2)N(CCC)C(=O)CCl)cc1OC,452.244185344,4.841500000000005,1.0,4.0,67.87,11.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCCC1)c1ccc(OCC)c(OC)c1,438.22853528,4.451400000000004,1.0,4.0,67.87,10.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCCC1)c1ccc(OC(C)C)c(OC)c1,452.244185344,4.8399000000000045,1.0,4.0,67.87,10.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccc(F)cc1,368.166683972,3.7931000000000026,1.0,2.0,49.410000000000004,7.0,,,,,
CCCOc1ccc(C(C(=O)NC2CCCCC2)N(CCC)C(=O)CCl)cc1OC,438.22853528,4.451400000000004,1.0,4.0,67.87,11.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccc(OCC)c(OC)c1,424.212885216,4.061300000000004,1.0,4.0,67.87,10.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccc(OC)c(OC)c1,410.197235152,3.6712000000000025,1.0,4.0,67.87,9.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccc(OC(C)C)c(OC)c1,438.22853528,4.449800000000004,1.0,4.0,67.87,10.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCC(C)CC1)c1ccc(Cl)cc1,398.152783496,4.5534000000000034,1.0,2.0,49.410000000000004,7.0,,,,,
CCCOc1ccc(C(C(=O)NC2CCC(C)CC2)N(CCC)C(=O)CCl)cc1OC,452.244185344,4.6974000000000045,1.0,4.0,67.87,11.0,,,,,
CCCN(C(=O)CCl)C(C(=O)NC1CCC(C)CC1)c1ccc(OC)c(OC)c1,424.212885216,3.917200000000003,1.0,4.0,67.87,9.0,,,,,
CCCN(Cc1c(C)nn(CC)c1C)C(=O)/C=C/c1ccccc1,325.215412484,3.971840000000004,0.0,3.0,38.13,7.0,,,,,
CCCN(Cc1cc(NC(=O)C(C)Cl)ccc1N(C)C)S(=O)(=O)c1ccc(F)cc1,455.14456862400004,4.058400000000003,1.0,4.0,69.72,9.0,,,,,
CCCN(Cc1cc(NC(=O)C(C)Cl)ccc1N(C)C)C(=O)c1ccc(F)cc1,419.177583004,4.5099000000000045,1.0,3.0,52.65,8.0,,,,,
CCCN(Cc1cc(NC(=O)C(C)Cl)ccc1N(C)C)C(=O)C(CC)CC,395.233955008,4.493200000000004,1.0,3.0,52.650000000000006,10.0,,,,,
CCCN(Cc1cc(NC(=O)CCl)ccc1N(C)C)S(=O)(=O)c1ccc(F)cc1,441.12891856000005,3.669900000000003,1.0,4.0,69.72,9.0,,,,,
CCCN(Cc1cc(NC(=O)CCl)ccc1N(C)C)C(=O)c1ccc(F)cc1,405.16193294000004,4.121400000000004,1.0,3.0,52.650000000000006,8.0,,,,,
CCCN(Cc1c(C)nn(-c2ccccc2)c1N1CCN(CC)CC1)C(=O)C(C)Cl,431.245188388,3.6885200000000022,0.0,5.0,44.61000000000001,8.0,,,,,
CCCN(Cc1c(C)nn(-c2ccccc2)c1N1CCN(CC)CC1)C(=O)/C=C/c1ccccc1,471.299810804,4.774620000000005,0.0,5.0,44.61000000000001,9.0,,,,,
CCCN(Cc1c(C)nn(-c2cccc(F)c2)c1N1CCN(CC)CC1)C(=O)CCl,435.22011651200006,3.4391200000000026,0.0,5.0,44.61000000000001,8.0,,,,,
C#CCOCC(O)CN(CCC)Cc1ccsc1,267.129299912,1.9708,1.0,4.0,32.7,9.0,,,,,
C#CCOCC(O)CN(CCC)Cc1ccccc1,261.172878976,1.9092999999999998,1.0,3.0,32.7,9.0,,,,,
C#CCOCC(O)CN(CCC)Cc1cc(C)ccc1C,289.20417910400005,2.5261400000000007,1.0,3.0,32.7,9.0,,,,,
C#CCOCC(O)CN(CCC)Cc1ccc(C)cc1C,289.20417910400005,2.52614,1.0,3.0,32.7,9.0,,,,,
C#CCOCC(O)CN(CCC)Cc1cccc(OC)c1OC,321.194008344,1.9264999999999994,1.0,5.0,51.16000000000001,11.0,,,,,
C#CCOCC(O)CN(CCC)Cc1ccc(OC)cc1,291.18344366,1.9179,1.0,4.0,41.93000000000001,10.0,,,,,
C#CCOCC(O)CN(CCC)Cc1ccc(OC)c(OC)c1,321.194008344,1.9264999999999994,1.0,5.0,51.16000000000001,11.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(CC)nn(-c2ccccc2)c1Oc1ccccc1,447.252191916,4.4497000000000035,1.0,6.0,59.75,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(CC)nn(-c2ccccc2)c1Oc1ccccc1F,465.242770104,4.5888000000000035,1.0,6.0,59.75,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(CC)nn(-c2ccccc2)c1Oc1ccc(OC)cc1,477.2627566,4.458300000000003,1.0,7.0,68.98,14.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccccc2)c1Oc1ccccc1,433.236541852,4.195720000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccccc2)c1Oc1cccc(F)c1,451.22712004,4.334820000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccccc2)c1Oc1ccc(C)cc1,447.252191916,4.504140000000004,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccccc2)c1Oc1cccc(OC)c1,463.247106536,4.204320000000004,1.0,7.0,68.98,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccccc2)c1Oc1ccccc1F,451.22712004,4.334820000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccccc2)c1Oc1ccc(F)cc1F,469.217698228,4.473920000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccccc2)c1Oc1ccc(OC)cc1,463.247106536,4.204320000000003,1.0,7.0,68.98,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2cccc(Cl)c2)c1Oc1ccc(OC)cc1,497.20813418399996,4.857720000000004,1.0,7.0,68.98,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccc(F)cc2)c1Oc1cccc(F)c1,469.217698228,4.473920000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(C)nn(-c2ccc(Cl)cc2)c1Oc1ccccc1OC,497.20813418399996,4.857720000000004,1.0,7.0,68.98,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1ccccc1,433.236541852,4.102100000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1cccc(F)c1,451.22712004,4.241200000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1cccc(OC)c1,463.247106536,4.110700000000003,1.0,7.0,68.98,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1cccc(C)c1,447.252191916,4.4105200000000035,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1ccccc1OC,463.247106536,4.110700000000002,1.0,7.0,68.98,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1ccc(F)cc1F,469.217698228,4.380300000000004,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1ccc(OC)cc1,463.247106536,4.110700000000003,1.0,7.0,68.98,13.0,,,,,
C#CCOCC(O)CN(CCC)Cc1c(-c2ccccc2)nn(C)c1Oc1ccc(F)cc1,451.22712004,4.241200000000003,1.0,6.0,59.75,12.0,,,,,
C#CCOCC(O)CN(CCC)Cc1nc2sc(C(=O)OCC)c(C)c2c(=O)[nH]1,421.16714196399994,1.6924199999999996,2.0,8.0,104.75000000000001,11.0,,,,,
CCCN(CCc1nc(-c2ccco2)no1)C(=O)/C=C/c1ccccc1,351.158291532,3.824100000000003,0.0,5.0,72.37,8.0,,,,,
CCCN(CCc1nc(-c2cccc([N+](=O)[O-])c2)no1)C(=O)/C=C/c1ccccc1,406.164105184,4.139300000000003,0.0,6.0,102.36999999999998,9.0,,,,,
CCCN(CCc1nc(-c2ccc(C)cc2)no1)C(=O)/C=C/c1ccccc1,375.19467704,4.539520000000004,0.0,4.0,59.230000000000004,8.0,,,,,
CCCN(CCc1nc(-c2ccc([N+](=O)[O-])cc2)no1)C(=O)/C=C/c1ccccc1,406.16410518399994,4.139300000000003,0.0,6.0,102.37,9.0,,,,,
C=CC(=O)N(Cc1ccc2c(c1)CCCN2CCC)C(C)CC,314.23581357999996,4.162300000000004,0.0,2.0,23.55,7.0,,,,,
